ID,Transcription,tag,Link
36,,ansiedade,https://www.instagram.com/reel/C-gLU_ASXbu/?igsh=MTYwanY1ZGtiN2EybA==
38,,ansiedade,https://www.instagram.com/reel/C8dBhdbpZE3/?igsh=dzliMXNleW55Z2Fq
49,não eu tô com fome mas é que eu tô enjoada tipo eu tô sentindo muita fome mas ao mesmo tempo eu tô um pouco enjoada sabe um pouco Enseada Ah não eu não pinto a unha em salão não é porque não vale a pena tipo dura um dia nas minhas unhas o Smart Eu acho que eu mexo muito a mão sabe nossa tá frio né Tá muito frio Como assim como vocês não sentem frio meu Deus tá muito quente não tá muito quente eu vou tentar aqui rapidinho eu não tenho pressão baixa eu e minha cabeça tá muito sabe quando você tá vendo um monte de ponto preto na visão eu tô mandando um abraço É eu sei onde eu tô com dor no pescoço e hoje eu tô falando para ela eu tô tremendo mas eu não eu juro que eu não tô conseguindo tô passando mal da barriga Ultimamente não eu não tenho alergia a nada eu não tenho nenhum problema com comida só tô passando mal da barriga ultimamente,ansiedade,https://www.instagram.com/reel/C9DqOQaOJvQ/?igsh=cHVncGhmaXhhaGhy
50,irmão incha traseira desse carro foda-se foda-se mano foda-se para para não começa não começa ela tá estranhando com 10 caramba,ansiedade,https://www.instagram.com/reel/C-BOo3uvnoN/?igsh=cWhwNDh6ajloa2U0
51,símbolo do tá gorda demais emagreceu tá acabada se essa hora dentro de casa tá depressiva se fica na rua desocupada se não bebe é certinha se bebe é cachaceira se não fala mentira que fala é oferecida Sabe de uma coisa se a gente for ligar para o que fala o nosso respeito a gente não vive e se você não viver ninguém vai viver por você então manda todo mundo se procurar cuidar da própria vida que é de graça não ml,ansiedade,https://www.instagram.com/reel/C7H4j_cvqnn/?igsh=NTBoMnVpcTc5Nzg2
53,pedi demissão e hoje eu fico muito feliz sabe quando quando alguém chega para mim e diz pedido demissão que é muito mais fácil você sair de um ambiente estar te adoecendo com saúde e procurar um outro do que carne esse ambiente perder toda a saúde perder emprego e depois ter que procurar tudo isso sem condições de se Reinventar e tudo mais pô a sua mulher quer que você ganha determinada cifra ativa quer fazer uma férias não sei aonde Às vezes você acaba muitas vezes ali engolido pelas expectativas dos outros né engolido pelas expectativas dos outros né como é que eu faço para escolher melhor me conhecendo melhor,ansiedade,https://www.instagram.com/reel/C8ryhWNxhY2/?igsh=MTJ5Y3Fqc25xcXVkNw==
55,o maior problema de quem pensa demais é que quando estão apegados a alguém seu humor passa a depender de como a outra pessoa responde a eles eles são tão antenados nas emoções dos outros se conseguem perceber Qualquer mudança Sutil no comportamento de alguém aprenda a regular Suas Emoções se você se deixar controlar por ela se vai acabar machucando a si mesmo e aos outros para isso treine observar e perceber sempre que sua mente está ruminando em alguma emoção negativa ou pessimista o ato de observar em si já tira a força da emoção porque você passa a não resistir e nem se identificar com ela que é o que dá força a emoções ruins Isso se chama treino cognitivo e deveria ser mais ensinado nas escolas que podemos aprender a treinar nossa mente para regular nossas emoções mas talvez o sistema não tenha interesse nisso mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C-ctk9GRgpL/?igsh=MWd5NWtrMm1mbzNlNg==
57,eu namorava uma menina com depressão e eu chamava ela de Pitanguinha porque é fofo não porque eu sabia que eu encontrava em uma árvore pendurada,ansiedade,https://www.instagram.com/reel/C-QcOjsxZaQ/?igsh=anlsanBwMWlmcG4x
59,se a vida pode te tirar algo que você nunca imaginou perder ela também pode te dar algo que você nunca imaginou viver Quando você menos espera as coisas e se ajeita quando você perde algo importante seu cérebro entra no estado de estresse que te força a deixar ir emoções negativas e criar novas conexões neurais te deixando mais desapegado e menos ansioso ou seja mais poderoso você percebe que foi Deixado para trás estava abrindo espaço para o que está por vir a Quietude te fez ouvir a orientação a tristeza te forçou a se mover a inquietação te fez continuar tentando e o fim inaugurou um novo começo eu espero que você deixe sua vida ser maior do que você jamais imaginou que poderia ser e não se prenda pequenas histórias e ideias do que o futuro deveria ser não se prenda as coisas do passado só porque são familiares não vejo tudo que você perde com uma perda e não limite seu potencial que os outros falaram se possível mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C9ChMituryq/?igsh=NDNtMGZya3M3Yzlh
60,Como saber se tá pronto para um relacionamento essas perguntas vão determinar sua satisfação a longo prazo primeiro você desenvolveu um censo de amor próprio Independente de um relacionamento se sente confortável em quem você é e certo de quem você quer ser segundo Você tem tempo e energia para investir em construir e manter um relacionamento terceiro já considerou como suas experiências românticas passadas podem influenciar no seu comportamento e atitudes atuais quarto você tem uma visão Clara do tipo de parceiro que você quer ser e tá disposto a trabalhar em si mesmo para ser essa pessoa se não a Solitude provavelmente vai te desenvolver mais do que entrar no relacionamento treine seu cérebro para ser grato pela vida independente das circunstâncias externas Que sua vida seja incrível não importa o que mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C7rH2owuioZ/?igsh=MThkd2hvZGFzdjB5ZA==
61,problema de ficar romântico antes de entrar no relacionamento é que você tá criando intimidade com alguém que pode cortar a qualquer momento o sexto de novidade quando você tá conhecendo alguém e mensurado com romantismo precoce gera Picos de dopamina que se são cortados abruptamente destino estado de fissura por mais que desregulam seu humor e foco Ser romântico antes de estar no relacionamento passa impressão que você seria assim com qualquer pessoa que aparecesse na maioria das vezes não é Genuíno são uma busca por preencher um buraco se você tá conhecendo ou ficando com alguém Experimente tratar ela como uma melhor amiga no sentido de entregar valor Genuíno sem precisar ser romântico logo de cara aí sua versão verdadeira vai aparecer do jeito que você é tranquilo relaxado com seus amigos e família aí você para de ficar pensando será que ela gosta de mim Será que ela vai querer namorar olha essa mensagem que ela mandou a pressão na mão romântico logo de cara te deixa rígido e robótico te faz tomar decisões precipitadas que você pode se arrepender no futuro Pratique o Amor Universal a tudo e todos e não só o amor romântico e seletiva quem você tem interesse a vida não é um filme de Hollywood mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C99zpPnxoAw/?igsh=YXRxcm9lOHI3Z2Jn
63,é uma técnica para lidar com ansiedade que ela chama-se Ground é a melhor técnica os estudos falam e a técnica mais conhecida no mundo que se chama Ground que aqui a gente tem ali a tradução para aterramento como que é isso Você consiste na ativação dos órgãos dos sentidos né muitos alunos fazem esse momento dificílimos as vésperas de provas e isso tem salvado tanta gente Lourdes pega o seu rosto agora nesse momento e aí você coloca cinco nos olhos quatro no nariz três na boca dois no ouvido e um lutado Então você com os olhos fechados você vai imaginar cinco coisas que você pode ver é para fechar cinco coisas quatro coisas que você pode sentir o cheiro três coisas que você pode sentir o sabor dois sons uma coisa que você pode sentir Aleluia parece que eu tô enxergando melhor tô mais calmo,ansiedade,https://www.instagram.com/reel/C-FrJVuR2ap/?igsh=eDM0aDc3MnBkc3lx
64,sempre as pessoas me perguntam Sandra um ponto rápido para poder me tirar de um surto de ansiedade gente o pontinho de Socorro que a medicina chinesa Ensina esse vago aqui olha tem esse osso aqui desse lado esse osso desse lado Eu sempre gosto de ensinar o passo a passo fica mais fácil de você entender e o ossinho aqui você vai encaixar o seu dedo aqui ó nesse ponto fofinho tá vendo encaixa aqui ele tá pegando o osso aqui em cima nessa lateral e nessa encaixou dá uma afundada nele aqui ó e gira para a direita Geralmente as pessoas sentem muita dor quando fazem isso e querem parar mas não pode se você tá sentindo dor significa que você está no nível de atenção altíssimo e você precisa fazer esse exercício são três minutos em cada mão encaixou gira para a direita se você estiver tendo um ataque de pânico isso tira você do surto muito rápido sensação da perturbação na mente subiu a pressão muito rápido não tem como ir no hospital nem ninguém para te ajudar aqui ó 3 minutos em cada mão eu falo para você faça o teste você vai ver uma diferença é na hora o coração daqui a pouco começa a voltar ao normal aquela sensação de desespero vai começando a sair ó coisa simples três minutos de um lado e uma mão três minutos na outra,ansiedade,https://www.instagram.com/reel/C7xYCdetTGt/?igsh=MTE0anVqYXI0aGp0ag==
65,eu não me apego mais e vou te falar porque na maioria das vezes o que sentimos quando estamos gostando de alguém é na verdade uma fissura por recompensa e não é algo real Quando alguém te trata bem depois te dá um gelo seu cérebro entra no estado de fissura por recompensa intermitente é o mesmo mecanismo que deixa as pessoas viciadas em Cassino o jogo de azar saber que a qualquer momento elas podem ganhar uma recompensa uma migalha de atenção isso porque você criou o hábito de ter intimidade com a pessoa e do nada ele foi cortado o que te deixa buscando por mais só para retornar aos níveis basais de dopamina se sentir normal e muita gente manipuladora tem o hábito de fazer isso com as pessoas porque sabe que deixa elas na geladeira disponíveis a qualquer hora em lugar para elas busque conhecer a pessoa e tratar ela bem pelo ato de ser assim e não para ser bem tratado isso te deixa desapegado da atenção que ela te dá e tranquilo se ela sumir porque você tira a dopamina do resultado e coloca no processo de ser quem você é mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C9hddl6R8EF/?igsh=dHNtNnRyZHB5cmJ1
70,o problema de pensar e falar dos seus problemas toda hora é que isso literalmente faz eles crescerem o sintoma é número um de depressão e ansiedade e arrume em ação na neurociência Tudo Que Você Dá foco e atenção cresce a ruminação é um ciclo vicioso que reforça caminhos neurais de negatividade O problema é que com o tempo isso leva uma resposta de estresse aumentada que leva ao adoecimento mental mas isso vale tanto para ruim quanto para bom praticar gratidão que Reforce circuitos pensamentos construtivos aumenta bdnf substância cria novos caminhos neurais de bem-estar e saúde mental e cerebral lembre-se seu foco e atenção são seus bens mais valiosos tome poder sobre eles pratique notar as coisas boas e ficar presente com o tempo vai ficando mais fácil e melhor mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C71X1QUu-s8/?igsh=ZWNuMDVpcGp4MThm
71,essa é a nossa família e amigos e despedindo da minha filha de 17 anos depois de muito lutar contra uma doença autoimune minha filha não estava mais conseguindo lutar contra o próprio corpo os órgãos dela estavam parando de funcionar um a um e os médicos deram a ela somente algumas horas de vida então ela pediu que todos os familiares e amigos fosse até o hospital para que ela pudesse se despedir foi de longe o dia mais triste da minha vida uma menina cheia de sonhos cheia de alegria todos no hospital se comoveram não teve uma pessoa que não chorou Jéssica já estava lutando contra essa doença há 3 anos sentindo muitas dores e muitas vidas a um hospital minha filha estava cansada a luta era contra o próprio corpo ela fez questão de escrever uma carta para cada pessoa que ela amava ou minha filha porque isso foi acontecer com você a gente não aguenta mais de saudade sua ausência tem no sufocado sua irmã,ansiedade,https://www.instagram.com/reel/C9u_uHavBoq/?igsh=MXVreW4xMDNmczR4MA==
72,o sentido da vida é apenas estar vivo é tão Óbvio tão simples e mesmo assim as pessoas vivem com pressa como se fosse necessário alcançar algo além de si mesmo quando você reduz essa experiência física que é viver a pensamentos e palavras você pode entrar em estado de ruminação principal causa de depressão e ansiedade quando você pratica colocar a atenção nas Sensações do seu corpo você automaticamente para de reforçar os caminhos neurais de ruminação e negatividade seja natural,ansiedade,https://www.instagram.com/reel/C7y1FsnOYbO/?igsh=MWwwNGx1ZzRzdjhkcQ==
73,Oi boa tarde boa tarde eu vim para o encontro de uma pessoa ansiosa mas é só dia 10 Hoje é que dia não mas pode entrar tá todo mundo aqui já,ansiedade,https://www.instagram.com/reel/C9A7v5pv8xm/?igsh=MTJ4NG55YTcxeXo2cw==
76,olha mãe ninguém tá me obrigando a fazer nada ninguém tá me obrigando a fazer nada nada nada nada nada nada minha sogra minha sogra não tem nada a ver com isso ninguém tem nada a ver com isso aqui tem culpa do Victor Hugo desenho amanhã eu tô passando mal eu te amo muito muito cuida dela e nem bastante para pelo amor de Deus coisa tá escrito por mim eu amo muito você desculpa tá fazendo isso também eu amo muito você,ansiedade,https://www.instagram.com/reel/C-Jm8RHPcZe/?igsh=N3ZhZnRzemV1ZzJx
82,nesse vídeo A Rebeca Andrade ela faz menção de um pensamento da filosofia histórica que é você não se responsabilizar por aquilo que não está no seu controle Isso serve não só para o esporte para as Olimpíadas Isso serve para toda a nossa vida é diferente eu não era obrigada a voltar para o Brasil com uma nem duas medalhas graças a Deus aconteceu e eu sou muito grata por isso mas porque as pessoas não jogaram essa pressão em mim e mesmo que jogassem eu não posso controlar as expectativas das outras pessoas só que o que eu faço e quando eu tava dentro do ginásio era isso que eu tava pensando,ansiedade,https://www.instagram.com/reel/C-Utt2zuUWP/?igsh=MWw0bWl6NDhheHN0MQ==
83,Quem Sou Eu para julgar alguém quando eu mesmo ando imperfeito uma pessoa fraca é dura com as outras mas alguém forte é duro consigo mesmo julgar os outros vem de uma baixa autoestima que projetamos nossos defeitos em outras pessoas para se sentir melhor por alguns segundos o preço disso aqui nos tornamos menos empáticos e mais ansiosos com nossos próprios defeitos porque estamos sempre enfatizando eles quando desapegamos dos erros de outras pessoas ficamos mais compreensivos com nós mesmos porque conseguimos perceber nossas falhas de uma forma desapegada e saudável sem o envolvimento emocional do julgamento enquanto alguém perde tempo me julgando eu invisto no meu tempo melhorando e entregando mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C-DLV70OaTT/?igsh=MXE2N3Jnc2ZsanE5dA==
86,hoje nos exato momento em que alguém morre o sistema financeiro Nacional recebe uma comunicação do cartório noticiando o óbito para que o sistema financeiro faz o bloqueio das contas dessa pessoa que faleceu imediatamente Então os herdeiros não conseguem acessar os recursos que estavam ali e muitas vezes falta dinheiro para fazer o básico que é o funeral e a família tem que se reorganizar buscar ajuda de amigos ou de parentes empréstimo Às vezes recorrem a financiamento bancário porque as contas foram bloqueadas tudo estava Centralizado nessas duas pessoas pai ou mãe quando um falece surge o caso se essas pessoas tivessem se organizado por meio de uma holding a gente não teria um impacto tão grande do falecimento da pessoa física porque o patrimônio estaria todo Centralizado na empresa ele não se movimenta ele continua a saída de um sócio provocaria a redistribuição das suas cotas ou da sua participação na empresa mas o patrimônio continua disponível para a empresa que é a sua dona e,ansiedade,https://www.instagram.com/reel/C9NidNtPuQS/?igsh=MXU5MHQxanEzeng3Yw==
87,se você estiver tendo uma crise de ansiedade e você esquecer de todas as técnicas que você conhece lembre do seu pulso porque você vai lembrar do seu coração porque numa crise de ansiedade a primeira coisa que descompassa são as batidas do seu coração então você lembre-se ó nós temos essas duas linhas e aqui não tem os meridianos então ó passa no dedo mindinho aqui no dedo médio e na lateral do dedão aqui ó Então são esses três pontinhos pontinhos daqui daqui e desse meio que que você vai fazer você vai fazer uma leve pressão e massagear pode ser para o lado direito para o lado esquerdo uma leve pressão e massagear a Sandra mas eu tendo uma crise eu vou fazer isso que você faz porque todo mundo dentro de uma crise ele quer se salvar então Pressiona e gira porque são pontos aqui de coração ponto de pulmão entendeu para tirar você daquele stress daquele é desespero monetário então pressão gira pressão gira pelo menos um minuto tanto em um curso como no outro,ansiedade,https://www.instagram.com/reel/C9n5QnXs1Hw/?igsh=ejlpemlxdDl2dnhm
88,estar apaixonado por alguém que não está por você pode ser degradante porque você se pergunta ah se fosse mais bonito mais interessante ou mais divertido Talvez as pessoas não agisse dessa forma mas na verdade não é sobre você sobre a pessoa essa busca por entender os motivos de alguém não gostar da gente gera um pequeno prazer e sensação de controle por isso que a ruminação e pensamentos é tão viciante ficar preso nesse ciclo de controle te impede de confrontar a realidade e a realidade é que não temos controle sobre tudo as pessoas são só pessoas estão cheias de questões e traumas quanto nós você pode ser o melhor o mais brilhante mais atraente e nem tudo e todos vão responder a você da forma que você quer na hora que você quer existe uma lista de motivos pelos quais alguém não está disponível naquele momento ou não está receptiva ao seu convite participar na sua vida ao invés de levar para o pessoal te encorajo a seguir em frente senão você vai viver num mundo difícil onde você vai estar sempre com raiva de você mesmo ou das pessoas essa verdade nua e crua requer coragem de quebrar essas idealizações a nossa mente se inserir na realidade de verdade não é sobre você tira esse peso no peito mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C9XP5WcRX0L/?igsh=MThwbGJuYWJicGJmaQ==
89,bom dia bom dia é daqui que vai ter a palestra sobre as pessoas ansiosas é é mas é só amanhã senhor Mas pode entrar todo mundo já chegou sendo assim vou acabar ficando louco,ansiedade,https://www.instagram.com/reel/C8r56sbszIi/?igsh=ZXA3Z2d4M25xMWpr
91,a quem a senhora daria o Rivotril para eu eu só tô com uma taxa,ansiedade,https://www.instagram.com/reel/C9icLcixqBp/?igsh=MWx0bDMxdjN3YzFkZA==
92,Perfect World James horário das Neves extra dia,ansiedade,https://www.instagram.com/reel/C9PYPffuoVd/?igsh=aDZmYmpheWYya3Q4
93,se você foi rejeitado aceite escolheram algo ou alguém ao invés de você desapegue quando você confronta essa sensação ruim de quebra de expectativa ocorre um fenômeno no seu cérebro chamado fricção límbico Sabe aquela dor do exercício que gera adaptação e te deixa mais forte depois o mesmo acontece com a sua mente ela se adapta quando algo acontece diferente do jeito que você queria isso é uma oportunidade única para você adaptar seu cérebro a ter menos ansiedade e agir sem ficar pensando no resultado aceite que no final das contas tanto faz nada dessas questões mundanas realmente importa expectativa só servem para aprendermos a desapegar das nossas vontades egoístas essa forma de ver o mundo moda seu cérebro pra agir sem ficar pensando no resultado te deixar mais leve e presente aqui agora mais foco menos na cidade,ansiedade,https://www.instagram.com/reel/C61CoSKuHcO/?igsh=MWdjMm12dGdvMXFucQ==
95,ao invés de gastar seu tempo estressado em tomar decisão certa apenas Tome uma decisão se tivesse uma forma mágica de saber se é melhor aceitar ou não emprego ou casal ou não eu viveria as duas vidas e faria a comparação mas a verdade é que nunca tem como saber tá Digamos que você tome a decisão errada não tinha como saber se era melhor ou pior ou arrependimento na verdade não faz sentido lógico porque você tá assumindo que a escolha que você não tomou Teria sido melhor então não fique preso na fadiga de decisões ela só aumenta sua ansiedade gasta seu bem mais valioso que é o seu tempo não humilhe demais em decisões apenas escolha uma e Seja firme nela mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C94mmDWRj1u/?igsh=ZzEzcnY0d2RzdTUy
96,Boa tarde senhor estou aqui para fazer uma pesquisa para saber como está o seu psicológico nos tempos atuais eu vou dizer uma letra e o senhor vai dizer a primeira coisa que vem na sua cabeça a aluguel bem boleto ser histórico do Ceará estão muito senhor o senhor tem algum problema com dinheiro qual saudade não sei o que faço a minha vida é uma luta Sem Fim me sinto no espaço o tempo todo à procura de mim,ansiedade,https://www.instagram.com/reel/C8407Q_JnhL/?igsh=bXQ4cXQzY2c3Z201
97,uma discordância com um parceiro tóxico leva uma discussão em um grande problema mas uma discordância com alguém que é para você leva uma conversa que leva uma mudança de comportamento e uma solução amadurecer é perceber que quando você se relaciona com alguém que quer crescer com você ela sempre vai comunicar todos os problemas para você mas não como um ataque pessoal e sim de forma saudável comunicação construtiva é um sinal saudável que alguém valoriza uma relação e quer fazer ela dar certo tudo que eles estão fazendo trazer algo para sua atenção para evitar erros futuros e a relação não e água abaixo quando algo é para você as coisas são simples fluidas e acontecem de forma natural deixe-me ir O que não for assim confie Tenha fé e mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/C9rsQzcxA-2/?igsh=djZnYTVlOXV1N20x
99,Reze Essa oração quando você se sentir ansioso Senhor liberta-me da ansiedade tenho tido dificuldades em esperar a sua hora de agir na minha vida pessoal afetiva profissional familiar nos meus projetos quero me abandonar em suas mãos e deixar que o senhor faça em mim o seu querer senhor não quero viver preocupado e ansioso pelo futuro com aquilo que vem acontecer eu me submeto ao seu tempo ao seu momento sei que a sua hora de agir é melhor que a minha portanto eu quero esperar em ti Amém envia esse vídeo para quem necessita dessa graça,ansiedade,https://www.instagram.com/reel/C90fbKSpxKi/?igsh=MXNndm5mdmVsdGZkZQ==
