ID,Transcription,tag,Link
27,como ficar deprimido primeiro seja sedentário não faça exercícios e não treine segundo como porcaria tenha certeza que você só tá comendo comida processada cheio de açúcar e sem nutrientes evite frutas e comidas naturais terceiro fique todo o seu tempo na zona de conforto sem se desafiar e nem tomar risco fique dentro de casa usando as redes sociais sem se conectar com a natureza e nem ir para o sol Ah e passa bastante tempo consumindo conteúdo adulto brincando eu consigo mesmo e não tenha disciplina lembra de não ajudar as outras pessoas não sirva ninguém Isso só preenche a gente o caminho contrário da depressão Pense em tudo que só vai fazer Bem para você e não vai ajudar as outras pessoas e esse é o guia completo para ficar 100% deprimido seja artificial e tenha menos foco e mais ansiedade,depressao,https://www.instagram.com/reel/C8O6oHzuNS9/?igsh=MXF2MzV2Y2w2NmF1bQ==
29,Por que você não me falou que tava precisando de ajudante mas eu falei olha quantas vezes eu mandei você quer vir aqui em casa jantar Oi você quer trocar uma ideia oi vamos tomar um café e você nunca podia eu disse mas é do mesmo jeito que você me chama quando tá bem como é que eu ia adivinhar E aí olha sacada Eles tiraram o combinado Ela leu um artigo de que quando uma pessoa tá passando por um momento difícil ela precisa só de oito minutos dá atenção de um amigo voltar para o momento presente para voltar para os trilhos aí o código deles Hoje é você tem oito minutos mano todo mundo tem 8 minutos o arrepiado de novo cara isso é muito mesmo muito real cara você tem 8 milhões eu tô morrendo 8 galera 8 minutos de atraso aqui rapidinho o que é que tá acontecendo é o código velho,depressao,https://www.instagram.com/reel/C9IgTBQhDL2/?igsh=ejk0Y3c2aGZ0NmMw
30,comentando comentário engraçadinho de ontem como a doutora Rita se define foi o comentário de um dos tripulantes do bote ao que eu respondi chiquíssimo eu me defino chiquíssimo eu só saio de casa linda maravilhosa para me agradar e porque eu acho que os meus pacientes merecem o melhor outra coisa que eu me defino se esforçar porque quem não nasceu em berço de ouro tem que ralar mesmo sabe outra coisa realizar Porque tudo que eu conquistei foi na base de muito esforço dei sorte mas impressionante como quanto mais eu trabalhava mais sorte eu dava sabe outra coisa que eu sou a sétima sabe o que que é a série uma garotada eu descobri hoje procurando do dicionário para fazer esse post persistente insistente a pessoa que não desiste Então é assim que eu me defino chiquíssimo esforçar realidade gente tchau tchau,depressao,https://www.instagram.com/reel/C-VTGm_uhDs/?igsh=OWN3NWdxNWE3NW9w
33,dieta para secar 4 kg na semana Curte e comenta seu nome para receber o cardápio de reeducação alimentar,depressao,https://www.instagram.com/reel/C9nQvH5R_Ps/?igsh=MTdjajNxMDhhdWF5YQ==
34,Porque existe uma relação muito próxima entre a saúde mental e a canalhice Roni a gente pode ter ansiedade depressão tristeza toque todas as questões e todos temos algumas em algum grau a nossa sociedade é uma sociedade muito doente agora eu ter uma depressão daí eu vou me tornar alcoólatra daí eu trago minha esposa porque eu estou na crise da meia-idade isso são escolhas que revelam a minha canal Alice porque se eu toco vazio vou me tratar eu não vou abusar do outro eu não vou bater no outro eu não vou machucar o outro eu não vou me viciar e viver é um problema para o outro e isso é muito sério se a gente não se trata Rony a gente se torna uma bomba relógio na mão de filho na mão de pai na mão da família e quando eu falo canalista É sim um dia moral muito sério,depressao,https://www.instagram.com/reel/C8eOhQCBgAO/?igsh=ZjFwaDU0eG1nNjRq
35,,depressao,https://www.instagram.com/reel/C7UTdYtuVCM/?igsh=MWhxcjhrODIzejc3Mg==
41,bom já ficou claro para você que para emagrecer tem que diminuir a compulsividade não é doutor Vinícius Costa você que é médico de emagrecimento saudável definitivo sem uso de medicamentos me dá uma sugestão aqui que eu posso usar perfeito chamar 5-htp já ouviu falar do 5htp o 5-htp é o quê é como se fosse uma pecinha que ao nós associarmos a outras pecinhas de 5 htp vai ser o precursor da serotonina serotonina é o hormônio da Paz da Tranquilidade o ciclo http que pode ser utilizado em cápsulas de 50 a 300 mg por dia pode ser feito manipulado assim com http ou comprar pronto e você vai utilizar ele Antes das refeições pode até usar de 8 em 8 horas A grande questão é que ele vai te dar uma saciedade vai melhorar seu sono diminuir a sua ansiedade pode conseguir isso na alimentação pode duas grandes frutos que podem ter triptofano que é a banana que é o abacate Portanto você que quer aí o emagrecimento saudável começa a utilizar TP para diminuir a sua compulsividade comenta aqui pra mim se você já usou cinco htp e qual foi a sua experiência,depressao,https://www.instagram.com/reel/C8XzqgsozbL/?igsh=MWlvamkzOGhpMmJucw==
42,Olá talvez você não me conheça meu nome é Alex tibola sair da cidade de Maravilha Santa Catarina aos 31 anos de idade paralisar um sonho de dar uma volta ao mundo e hoje depois de 4 anos na estrada estamos aqui eu arrumo uma Scooter 150 cilindradas no meio do país da Bélgica numa ruazinha de um povoado aleatório perdido no interior desse país europeu É eu tô dando uma volta ao mundo a realização de um sonho de alguém que saiu de uma depressão para arriscar todas as suas fichas e transformar seu sonho em realidade e é claro que na volta o mundo muitas vezes a gente se lasca passa frio pega chuva acampando mas na maioria das vezes a gente se diverte Olha nada aí na Europa galera bom dia me disseram que eu não conseguiria no outro dia me disseram que era tudo loucura no outro dia me disseram que eu não sabia falar inglês em outro até me disseram que eu não tinha nem a moto certa então eu peguei tudo isso botei na bagagem Fechei os ouvidos e decidir realizar meus sonhos Cá estamos nós Europa a volta de uma escuter 150 cilindradas isso é França isso é viver a vida,depressao,https://www.instagram.com/reel/C9A5WufvdY3/?igsh=bWc1MTdtaXg0dDl4
43,pra ansiedade o melhor que tem é usado na Alemanha como um ansiolítico poderoso é a Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava Cava ela tem a capacidade de acalmar qualquer mente para acabar é poderosa nós temos também a flor da camomila a flor da camomila ela possui uma substância dentro dela que é capaz de fazer com que exista a estimulação do hormônio gaba hormônio gaba para quem está assistindo e tende de hormônios cerebrais é o hormônio do relaxamento é o hormônio da Tranquilidade aquele hormônio que vai dar informação de paz e tranquilidade o hormônio que é o briguento encrenqueiro ela chama-se glutamato dentro do cérebro dentro do neurônios existe essa briga entre eles é glutamato é exagerado o cara com encrenqueiro o cara que exagera brigão eu o gaba é o calmo então quanto mais eu ativo o hormônio gaba mais relaxamento Eu tenho tanto a flor da camomila quanto acaba acaba faz isso Lembrando que a flor da camomila é um calmante natural até meio sedativo agora acabou é um remédio tá natural potente capaz de deixar a pessoa muito mais calma quem já ansiedade crise de pânico pode estar usando acaba acaba né,depressao,https://www.instagram.com/reel/C76NZV-t6FA/?igsh=cmZ1MGR2b3hnNGMx
44,Oi o meu nome é Michel Mansur e você sabia que pessoas com TDH elas podem ter problemas sensoriais é muito comum a gente ligar problema sensorial por exemplo problema com barulho com determinados toques com pessoas com autismo mas as pessoas com TDAH também podem ter esses problemas no caso do barulho algumas pessoas com TDAH podem ter problemas com barulhos repetitivos ou específicos por exemplo barulho de pessoa mastigando já outras pessoas com TDH elas podem ter problemas com volume do barulho então às vezes elas podem ter uma sensibilidade sonora maior do que outras pessoas então para uma pessoa parece que a TV ou som ou a música tá não tá no volume Ok mas pra pessoa com TDH aquilo pode ser bem agressivo e Em ambos os casos esses barulhos sejam repetitivos ou seja um barulho muito alto ele faz com que a pessoa que o TDAH às vezes ela se desespere aquilo ali causa um incômodo muito grande ela pode ter comportamentos impulsivos ela pode ficar grosseira sabe ela pode realmente ficar Incomodada com aquilo a ponto daquilo ali atrapalhar o convívio social dela naquele momento ou mesmo fazer com que ela não consiga pensar direito nas coisas,depressao,https://www.instagram.com/reel/C7Rsus-sdao/?igsh=aDAzMjRoeWt3b2xn
48,Olá meu nome é Rita Jorge eu sou médica psiquiatra formada a 27 anos sou Doutora em Psiquiatria e Psicologia médica pela Escola Paulista de Medicina Unifesp Universidade Federal de São Paulo e tenho uma página em uma das redes chamada pode salva-vidas onde eu sou a capitã condutora de uma grande discussão em Saúde Mental psiquiatria saúde em geral e temas históricos temas da construção de um ser melhor de um jeito melhor de viver de um jeito melhor de se conduzir perante a vida e também tem uma página na outra rede chamada Rita Jorge que basicamente são conteúdos espelho eu convido vocês a participar de uma campanha hoje né cada um de vocês enviar curtir claro né e enviar essa essa esse vídeo para uma só pessoa para uma pessoa que precise Expandir os conhecimentos sobre saúde mental Expandir os conhecimentos sobre doenças psiquiátricas que precise que precisa de uma palavra amiga de que precisa de um de um de um esclarecimento sobre as doenças mentais que precise de uma ajuda Então hoje eu peço uma corrente do bem,depressao,https://www.instagram.com/reel/C8MvWPwOw98/?igsh=c2w3dGQwcjdrdm94
49,não eu tenho a vida social bebo fumo mesmo Quase todo dia eu uso minha droga dou meus tiros tenho minhas armas bati com meus esportes entendeu e eu não tinha isso não isso daí não desistir na minha vida senão,depressao,https://www.instagram.com/reel/C-Bq8pLM0Ml/?igsh=NmtlZW1kYmdsdjR3
50,Oi gente aí tem tem essas coisas de viagem que a gente não aguenta a gente tem que compartilhar com os outros né olha só isso aí don't need Google my wife Knows Everything eu não preciso do Google a minha esposa sabe tudo mano isso é muita verdade cara não discuta com a sua esposa Ela sabe tudo não escuta ela sabe tudo ponto final isso é o máximo cara é muito legal isso beijo ótimo domingo para todo mundo tchau tchau,depressao,https://www.instagram.com/reel/C7cM7-Puoja/?igsh=YXJyeWFmN21iYzg0
53,vocês sabem o que me deixa vermelha de raiva mas vermelha de raiva de verdade picaretagem nessa internet picaretagem na Medicina picaretagem na área de saúde gente safada querendo tirar dinheiro das pessoas se aproveitando da Boa Vontade das pessoas se aproveitando da inocência das pessoas hoje eu peguei esses anúncios aqui na internet eu falei gente não é possível essa pessoa aqui vai direto para o inferno que ela vai se acertar com o Senhor Deus foto biomodulação cerebral 2500 isso só terapia bem oxidativa de voo ardendo 6000 neuromodulação autonômica nada r$ 2000 se prolise cérebro lisinho 12.000 r$ 12000 choro Azul esse soro Gente pelo amor de Deus não toma essas porcarias são azul soro F soro isso soro que isso não existe o valor total do tratamento do gracioso aqui ó 26.000 a Gente pelo amor de Deus não caiam nisso isso é pica,depressao,https://www.instagram.com/reel/C88GJYyOnCh/?igsh=MWVzYmNra2pkazFmNg==
54,é a única coisa que cura a depressão é a atividade física é a única coisa que cura você começa a fazer a se medicar depois começa a fazer exercício físico tirar as coisas ruins é o que você chama de gatilho né os gatilhos ruins os vícios né E conforme o tempo passando você vai aumentando a sua atividade física vai diminuindo o medicamento até tirar 100% e você continua só com a diversidade física a única coisa que produz o que o meta o medicamento produz é atividade física,depressao,https://www.instagram.com/reel/C9XPxf3p9b1/?igsh=MW4wMmxoNjQ2YnQzNg==
57,Xangô mandou dizer que você deve deixar de sentir-se tão apegado as coisas e lembrasse de viver com mais soltura e liberdade como é possível confiar verdadeiramente alguma coisa ou em alguém se esta imagem refletida no espelho não é verdadeiramente sua Xangô afirma que sua criança interior está tentando ensinar-lhe algo pertinente a sua atual situação o bom humor cura feridas Quanto mais a sério você leva o jogo é no chances terá de ganhar,depressao,https://www.instagram.com/reel/C9hruAMAhZQ/?igsh=am0xM3N3NzZmem9l
59,,depressao,https://www.instagram.com/reel/C8fm1ZNSOXH/?igsh=d3lhbGxtd3ozcmRu
60,você já deve ter ouvido falar que depressão é falta de fé é falta de Deus se a pessoa fizer força ela consegue sair disso agora imagina que o meu olho é fé ou é Deus agora eu não estou mais vendo nada direito tá tudo embaçado e por mais que eu faça força eu não tô conseguindo enxergar bem sabe porque eu tenho uma doença chamada miopia se eu coloco óculos agora eu tô enxergando de novo depressão é uma doença é uma doença que mata uma doença que ataca o cérebro da gente e faz com que a gente tenha menos neurotransmissores acolha seja compreensivo e encaminhe quem tá doente para tratamento você pode salvar uma vida Pense nisso,depressao,https://www.instagram.com/reel/C2AMuXrL74u/?igsh=MXJmeThwMzl1amcxZw==
61,fiz teste E aí minha diagnosticaram com um nível de espectro autista e falar você tem que vir e continuar o acompanhamento para a gente ver qual é o nível eu falei ah não quero não obrigado eu sou autista ou não quero saber já sou assim já era,depressao,https://www.instagram.com/reel/C8axhWwgunc/?igsh=Z2cyMmNndWZjMjZm
65,letra Você é foda né Eu tive um princípio foi foda eu amo coisa fácil de lidar um negocinho você não sabe da onde vem a terapia vem para te ajudar mesmo assim foi o que me ajudou mais mais do que remédio qualquer coisa mas é horrível o que é isso essa angústia de você não não conseguir entender da onde tá vindo aparentemente sempre parece que vem uma tristeza da onde você não sabe da onde que ela vai cair é horrível tá tudo tranquilo em volta e é isso que vai às vezes te deixando mais ansioso que vai perdendo a sua vida para ficar você não consegue sair disso,depressao,https://www.instagram.com/reel/C8UIACWOGc4/?igsh=Z2M3eGFvcWIxcmc4
66,acabou a farra do zolpidem hoje dia 31 de agosto de 2024 é o último dia que o zolpidem e as drogas similares tipo a zopiclona pode ser prescrita neste tipo de receituário aqui que é o receituário de controle especial esse receituário aqui ele pode ser mandado pela internet através do WhatsApp e acabou hoje agora todas as drogas de zolpidem e semelhantes tem que ser receituários receito Eita tem que ser prescritos no receituário de notificação B que é esse receituário azul né que é o tarja preta então acabou a farra agora realmente essas drogas vão ter que ser prescritas com muito mais cuidado tem que ser prescritas com muito mais critério por que isso porque as pessoas estavam ficando dependentes não estavam sendo acompanhadas de uma forma realmente rígida a respeito das drogas semelhantes aos outros e isso tava gerando muito problema para as pessoas agora eu pelo menos espero de verdade que as pessoas buscam tratamento,depressao,https://www.instagram.com/reel/C-FqUjVuDx6/?igsh=MTk1ejd1YnJtc3M1NQ==
71,eu sou mais menino do que menina sabe eu gosto de colocar a mão da marca eu paguei ele para falar isso mas falta você fazer como modelo me aposentar Ah fazer ela de violão também que eu adoro tocar violão só que eu não sei tocar muito bem não sei quem é Leonardo,depressao,https://www.instagram.com/reel/C7cqjzOOrvO/?igsh=aW9mcTg5YjczenYx
72,a quem a senhora daria o Rivotril para eu eu só tô com uma taxa,depressao,https://www.instagram.com/reel/C9icLcixqBp/?igsh=MWx0bDMxdjN3YzFkZA==
73,o que que passa na tua cabeça no momento em que você tá aquecendo que você tá se preparando para a prova ah eu tava viajando na maionese eu tava pensando nas receitas quer dizer quando eu voltar para o Brasil você quer fazer Ah eu pego um monte de receita na internet de comida para eu fazer mas eu não faço nenhuma mas eu tava vendo bastante Passei ontem o dia todo vendo isso aí tinha um que era com batata e queijo frango aí tem bolo tem coco tem um monte de coisa,depressao,https://www.instagram.com/reel/C-Q0TznxcfU/?igsh=bHBveWN6NGZ6dnRt
76,Por que que conhece o Jim Carrey um dia ele foi chamado para interpretar um cara chamado and Kaufman e era um comediante que o Jim Carrey se espelhava muito nele que ele falou bem assim eu quero ser Wendy na vida real terminava de filmar sair de cena todo mundo fala assim caramba de Muito boa essa seria falava assim quem é de eu não sou de meu nome é índio e ele usava os três jeitos Duende e ele vivia como ele ele comia como enche ele dormia como ele já acordava como eles ele não saía do personagem nunca mas sabe o que aconteceu terminou o filme ganhou o Globo de Ouro foi indicado ao Oscar premiação E aí ele conta que ele foi voltar a ser o Jim Carrey e ele não sabia mais como ele entrou em crise e depois você foi tão fácil deixar de ser quem eu era será Então que dia que ela não foi um personagem que eu criei para agradar os outros a depressão é quando o seu corpo vira para você e fala bem assim chega cansei de ser esse personagem que você criou,depressao,https://www.instagram.com/reel/C9Po913OXKi/?igsh=ZHJkbXBpbGhiM2Zq
77,oração por uma mente sarada vamos fazer essa oração Então repete Comigo Pai eu consagro agora o meu consciente inconsciente e subconsciente toda a minha mente agora pai está consagrada a ti que eu recebo agora pai pensamentos de paz e não de mal para mudar o fim que desejais Senhor tira Todo pensamento negativo Todo pensamento de derrota Todo pensamento de destruição Todo pensamento que não vem de ti visita agora pai as fortalezas da minha mente quebra toda Fortaleza mental que não me deixa entender e compreender a tua vontade para minha vida Todo pensamento impuro seja arrancada agora Todo pensamento pai que traz cadeias que traz algemas e cativeiros para mim quebra agora pai Repete comigo Passa teu sangue na minha mente Jesus tira todo o pensamento depressivo e opressivo e agora você coloca a mão na mente e diz assim eu consagro a minha mente ao Senhor Jesus eu declaro que só vou trazer a minha memória aquilo que me dá esperança cura minha mente de Jesus eu consagro a minha mente ao senhor entrego agora o governo,depressao,https://www.instagram.com/reel/C7nYkwNuFsP/?igsh=aWhsYnE4eHg3OGZz
78,pega signo de junho,depressao,https://www.instagram.com/reel/C7fJhfGPLk-/?igsh=bWRybHR6NnU3enBq
79,é big benigna não mata não mata fisicamente só que por dentro é como se ela morresse um pedacinho a cada dia tira a qualidade de vida tira socialização acaba com os relacionamentos tudo bem com muitas delas vendem fibromialgia pode ser um relacionamento sócios mas ela perde todo esse contato social ele vai começar um pedacinho a cada dia é aquela pessoa que chega e você fala bom dia né 7 horas da manhã no Exercício só um dia porque só se for para você porque eu não dormi a noite toda Eu continuo cansada ou aparentemente ela dormiu Mas ela acordou igual às vezes até pior Sabe aquela história passou um caminhão em cima de você é essa é a sensação todos os dias Imagina a gente quando ele tá gripado com dor daquela enxaqueca Imagina isso todos os dias,depressao,https://www.instagram.com/reel/C9GONrlpck2/?igsh=M3Rsd2cyMGowZzdn
80,Qual o carro da doutora Rita e o que isso tem a ver com a sua saúde mental o carro é esse aqui o Ford Fiesta 2000 a gente está fazendo analogia dos carros com a saúde mental o Ford Fiesta é um carro bom é um carro robusto é um carro econômico tá esse carro aqui ele ainda é melhor ainda porque ele não paga mais nem IPVA eu tô esperando ele chocar com a preta na verdade o que que acontece faz a comparação com a mente pensa fazendo a comparação com a sua mente tá esse carro aqui é um carro que se você fizer a manutenção dele direitinho ele tá para rodar 300.000 km ou seja ele é um carro para durar por muito e muito tempo tá ele tem um motor Zetec Rocam ou seja ele é um motor excelente então comparando com a sua mente pensa nisso tá de bons boas manutenções para sua mente coloque boas coisas na sua mente coloque bons produtos coloque boas manutenções na sua mente somente tende a durar muito entendeu esse carro ele tem um excelente porta-mala para o tamanho dele ou seja ele tem capacidade de suportar bastante carga porque ele tem uma boa suspensão esse carro ele tem uma ótima posição de dirigir apesar de ser pequenininho ele tem uma posição mais alta dirigir você consegue enxergar mais longe entende,depressao,https://www.instagram.com/reel/C8kFfgXO5yg/?igsh=MWV4MjljMW0wZ3F6aw==
89,distimia doença safada sem vergonha Imagina você mas que 2 anos cansado sem energia qual auto estima meio derrubada desconcentrado ruim para tomar decisão vem sem esperança com as coisas meio com sono ruim meio com apetite ruim mas fazendo tudo que você tem que fazer sem assim aquele Episódio depressivo que derruba você mesmo na cama então a distimia hoje em dia também é chamada de transtorno depressivo persistente pode dar uma depressão grave grave até pode mas sua grande o grande problema mesmo da distimia é que ele é disfarçada Ela é safada ela é sem vergonha porque você fica mal você tá deprimido Você precisa de ajuda médica Você precisa de ajuda psicológica Mas como você tá fazendo as coisas todas meio que também dá um machucamento dá um tipo de um médico também porque você vai fazendo as coisas mas você tá doente você tá cansado você tá deprimido você está sem energia você faz os critérios para depressão Você precisa de ajuda mas você vai tocando a sua vida como se nada tivesse acontecido Esse é o grande risco Esse é o grande problema da Disney por isso que eu falo que ele é uma doença Chapada dos quarenta,depressao,https://www.instagram.com/reel/C9vAgNpON1D/?igsh=aWNuNmMxd25wajkz
91,isso tudo que você está procurando estiver procurando por você se as coisas que você deseja não estão aparecendo porque é um impedimento para você receber É como se você estivesse esperando uma visita ela toca a campainha mas por algum motivo você não consegue abrir a porta eu vou ensinar uma ferramenta para desbloquear ou receber que pode ser feita várias vezes no dia e é muito melhor se você fizer quando acordar mas antes já Salva esse vídeo agora para você poder ver de novo coloca a mão no coração e diz eu agora recebo de coração aberto eu estou disposta a receber todos os milagres que estão no meu caminho a todo momento eu recebo tudo eu recebo agora eu recebo completamente você vai ver como tudo é possível quando você está aberta para receber,depressao,https://www.instagram.com/reel/C7ZaRWQOPoq/?igsh=ZG5ncjluOTFlNXUz
94,além de mal educado ele enrola para obedecer comando presta atenção Alex acender a luz da cozinha Olha depois que eu vim para essa casa afogada numa porra nenhuma Olha lá conversando com amiguinha apartamento 50 metros quadrados se ela esticar o dedo assim ó encosta no interruptor mas não aí caiu o dedo da mão da bonita onde é que isso é um lembre qual que é muito botão Será que foi esse alá acendeu a outra meu amor não Alex não Acender luz cozinha Ixi Foi mal não decorei isso é muito às vezes é duas tinha que ter um anual Aí complicou foi aí foi graças a Deus meu Deus eu tô passada passada você ainda não viu o pior experimentar várias comandos ao mesmo tempo ele não consegue Alex tocar Tom Jobim e me diga que horas são ai gente que que é tão Jobim é o que foi casado com Maria tá severo não acho que é pedra fim do caminho eu não sei é que vai outra pergunta que ela falou que dia é hoje entendeu foi isso quer dizer é dia 30 já foi ontem que você tava online para pagar conta de luz Ah mas então é tudo culpa da minha mão também é tudo agora e ela não sabe que ela deve tomar não põe dentro do automático gente mas não sabe acender uma luz eu vou botar ele dentro do automático só eu,depressao,https://www.instagram.com/reel/C87tTFyyXWP/?igsh=eTh3enVyOG9kajE3
96,border nunca procura ajuda porque é borda procura porque tá com uma depressão por ter terminado o relacionamento e quer morrer então ele chega deprimido O problema é que se trata a depressão aí quando você vai abrindo você vai vendo que aquela depressão se repete de tempos em tempos toda vez que tem um relacionamento frustrado é um relógio não é uma depressão como bipolar que acontece independente das coisas vai vendo que aquela pessoa te chama dificuldade de relacionamento íntimo muito grande quanto mais ele vai depender de você mas ele vai cobrando e você vai ficando sufocado quando eu vou tratar borderline primeiro fala assim você sabe que você é sim você realmente quer mudar porque me parece que você acumulou derrotas Horrorosas aí a pessoa Ok geralmente chega para mim já no final do posto três anos sem se relacionar com ninguém a pessoa olha para mim como assim eu falei mas você tem que cortar o vício você tem que aprender a ser você você nunca foi você a maioria desiste Quando eu digo tem que ficar três anos sozinho,depressao,https://www.instagram.com/reel/C770NNrt07x/?igsh=cnpxcnRzZ2lidmlw
