ID,Transcription,tag,Link
17,truques para engordar Conchas Fitness déficit de atenção tinas que atirar na vassoura nunca da corda acho pois fácil,TDAH,https://www.instagram.com/reel/C-a0wKYtm0J/?igsh=aDlpajF2dTFmdWJ4
18,meu marido é TDH e ele nunca lembra onde estão as coisas viu mas não é só isso não ele muda de plano toda hora não existe Porque que a gente come pizza e para ele é tudo OK eu peço para ele comprar um saco de arroz e um de feijão e ele volta com o mercado inteiro na mão amor cheguei ele nunca lembra do nome de ninguém e aí Fábia fora que ele deixa tudo para última hora e sabe o que é pior ou na verdade é melhor sempre dá tudo certo para ele e é isso essa é a minha vida e eu que lute,TDAH,https://www.instagram.com/reel/C8sX4jju_7v/?igsh=MWl2Z3YzZmkyZXNhMw==
20,rainha da equação do TDAH nas ocasiões sociais,TDAH,https://www.instagram.com/reel/C9272q5R0Ui/?igsh=eDVicTVsNDN1N2tr
21,Ok Enrico consiste assim na semana está bonita Ok Google,TDAH,https://www.instagram.com/reel/C7Fk_m4Lze3/?igsh=MTR5eTAwNmgxM3phYw==
24,gente eu tô aqui esperando a Sara já Faz hora ela tá ali na frente só presta atenção Olha que viagem meu Deus do céu até agora ela me viu tá cheio de motoqueiro ali Bora lá se ela vai achar que sou eu uai só faltava essa agora meu Deus do céu,TDAH,https://www.instagram.com/reel/C9aZHcAvMKK/?igsh=bG95anB3aGp5OGZm
25,Obrigada viu Ô Moça você vai pagar não valeu bom essas compras Claro Obrigado moça celular,TDAH,https://www.instagram.com/reel/C-GQEzfPJLH/?igsh=Zm05cnphYW15eDZz
28,Eu estou bem escondido ali mulher,TDAH,https://www.instagram.com/reel/C-JEax8Olol/?igsh=MWpmb2MwaDNuMjFsZA==
30,Vixe Maria vou voltar para casa tchau gente,TDAH,https://www.instagram.com/reel/CgrjT8Yl11h/?igsh=ZHNkb3pvcWhybWZy
35,tipo de carne boa maneira horizontal passou ou não esse aí ele passou passou três demaneira como cronológico,TDAH,https://www.instagram.com/reel/C71pksVuy4e/?igsh=MTdyeHZjem9iYm52YQ==
39,canta com a Maria me arregalou na flor de papel Ah sim eles neural livremente Mira qualquer pessoa não conhece o cérebro o processo de informação de maneira um pouco distinta no tradicional essa energia é uma neurolife aqui então pensou nas contabilidade com autismo com toreta Como disse né esse mundo são mais comum de Luccas e expressão seu carinho é um pouquito extinto deixa se eleger mandou cinco linguagens ele morrer explicam acordou bem quando esse personagem dos rolou um paralelo esse simples cada químico poderia estar sendo órgão diferente do passado,TDAH,https://www.instagram.com/reel/C97fMRoJPzD/?igsh=MXN2eGpxejR0OWJ5NA==
40,,TDAH,https://www.instagram.com/reel/C9h_FaZJg6D/?igsh=MW50bHFkNXloc21tYQ==
41,Oi Com licença Oi como posso ajudar o que você gostaria de lembrar que tal o primeiro número de telefone da sua mãe a música completa de musa do verão do Felipe Dylon a coreografia do CD isso faz bastante tempo na verdade eu só queria Ah quer saber o nome de algum Pokémon né eu tenho aqui tudo listado em ordem alfabética Não eu quero saber o número do Bom Dia e Companhia é assim 40028922 é o funk do Yudi que vai dar Playstation 2 também tem a versão do PlayStation 3 4002 cara calma aí eu quero bastante trabalho para memorizar não isso Você pode deletar Eu nunca precisei Eu Quero um feitiço das Aventura do Jackie Chan um uma bomba feita e tal código de arma do GTA San Andreas no Mortal Combate música da abertura das Winx quando damos nossas mãos nos tornamos Poderosas porque Juntas Somos invencíveis não chega eu só quero lembrar de uma cena que eu criei 2 horas atrás Eita eu não lembro disso aí não,TDAH,https://www.instagram.com/reel/C-K72EhpzLq/?igsh=ZTlzbW55NjB5NjZh
42,,TDAH,https://www.instagram.com/reel/C7pZ5IhOs_x/?igsh=dXBtMzB4azY0MTBy
45,você sabia que cada personagem do desenho ursinho Puff pode representar um transtorno mental Ursinho Puff por exemplo representaria o TDAH caracterizado pela falta de atenção o Leitão simboliza o transtorno de ansiedade generalizada onde qualquer situação normal faz o personagem perder o controle e não conseguir relaxar o tigrão também teria TDH mas com foco na hiperatividade pois não consegue ficar quieto e é impulsivo o Abel tem uma necessidade intensa de organizar todo o tempo inteiro então ele representaria o transtorno obsessivo compulsivo toque o bisonho é conhecido por ser um dos personagens mais tristes dos desenhos e seu transtorno seria a depressão o guru mostra sinais do espectro autista como distração e isolamento e o Christopher Robin o único humano na floresta sugere que todos os personagens podem ser criações da mente dele dessa forma o menino poderia ser diagnosticado com esquizofrenia,TDAH,https://www.instagram.com/reel/C-TkJ0bPwTs/?igsh=czQwNzl6c2N3NDQ3
46,descobri bati igual um doido Antes da prova foram nove situações que eu ganhei individual eu vou falar para você que eu me senti bem em uma tem dia que eu acordei me sentindo resfriado entendeu que eu acordei com a garganta meio raspando o dia que eu tô morrendo de medo tô quase amarelando aí o que que eu vou fazer eu me batia me mandava minha cabeça ficar quieto você toma decisão sentado no sofá igual um caramujo Ah eu quero ir para academia mas você tá lá sentado o que que sua cabeça vai falar É lógico que não você precisa tomar uma decisão dessa dá um pulo do sofá dá um grito e fala pô eu vou para academia eu quero ver seu corpo não deixar assim fisiologia é o veículo número um para você mudar o seu estado emocional e a gente sobrepor as vontades que que a gente tem aí como que tem que ser,TDAH,https://www.instagram.com/reel/C-DmQ86xjWo/?igsh=czE2MHhmZzF5dzI2
47,reboque reboque,TDAH,https://www.instagram.com/reel/C-HLu2XtYSe/?igsh=N3pubWtsZXQ3N2F4
49,,TDAH,https://www.instagram.com/reel/C7PVLiUOUbE/?igsh=MThuMW1sbXJ2NWdmYQ==
50,,TDAH,https://www.instagram.com/reel/Cy6zI8Lr7I-/?igsh=dDNic216MmloYzEw
52,o vídeo do TDH causou muita polêmica muitas pessoas sentiram representadas outras ofendidas Mas como é o assunto delicado Eu me senti na responsabilidade de esclarecer algumas coisas hoje em dia é muito comum achar que tem TDAH mas a grande maioria não tem só estou dormindo e comendo mal e são sedentários o que gera sintomas de TDAH mas não quer dizer que é que é triste porque dada a realidade do país na correria do dia a dia muitos nem tem opção Além disso O uso excessivo de telas mexe com a dopamina faz querer buscar estímulo o tempo todo e destrói a capacidade de focar principalmente em tarefas desafiador o diagnóstico de TDH retrospectivo Ou seja é avaliado o comportamento desde a infância e deve ser feito por um profissional qual infelizmente algumas pessoas estão só se medicando ao invés de perceber suas ações trocar alguns hábitos e escolher a alternativas menos prejudiciais e a mensagem do meu vídeo é não deixa um rótulo definir suas ações use isso para crescer foco é algo treinado Existem várias ferramentas para isso praticar movimentos complexos e contribuir criativamente é o que me tira desse estado de consumo ansiedade e organiza minha mente seja natural,TDAH,https://www.instagram.com/reel/C9ZwWE0x_Yq/?igsh=ZDF6eWxhanBoZGg5
54,nunca vai celebrar a sério que ela encontrava aquelas coisas que não lhe interessa perdida do que quer dizer uma coisa se encontrar dentro do caso que ele nunca realmente de motivação centralização Super Poder então todos esses tempos teve a arte como parte externa dentro da história ele teve aquele negócio,TDAH,https://www.instagram.com/reel/C3bUN-JMg2i/?igsh=NDV4OHo3Z2Z0ZG93
56,cara foi uma uma libertação o diagnóstico porque quando você entende que existem padrões que você segue os ciclos viciosos que você se enfia e não é porque você quer justamente porque o seu cérebro funciona de um jeito X então você tem que cuidar dele de um jeito x não adianta você tratar sei lá vai que você tem um TDAH não tratado você vai começar a tratar depressão ansiedade para chegar no TDAH tudo bem isso quando você é diagnóstica mas se você não diagnostica eu já tive diagnóstico de bipolaridade transtorno de humor depressão ansiedade e aí quando eu comecei a tratar o TDAH tudo isso começou a melhorar um pouco sabe,TDAH,https://www.instagram.com/reel/C7FZTNYunQF/?igsh=MWN2NjB3N2tja2EybA==
57,comum na Câmara quero saber o que tinha que ver o na Câmara continente terá Taylor explique as características por ter um síndrome de impostor que acha que queremos que nós sabemos nada nem aprendemos nada feito quantas vezes no dia passado que até me explicam na concha em inglês não sabes que é testar centelhando mas não menos parece que no erro comer na sua também nas costas assim encontrar limpa dentro de nós três cabeças não é que não nos entendemos tem nada a seguir nos sentiremos pelo lado materno amor ele levou gosto muito de encontrar aquilo porque tem criança que quando nós fizemos o último momento aqui ó por isso que todos que não tem medo então vocês estão aí subir a igreja não explica Deus é muito mais tempo sabe como essa cara esses Cronos tua cabeça Entra lá sem melhora,TDAH,https://www.instagram.com/reel/C8PDvTMs2lt/?igsh=aGI2aHd2azEycjhm
60,quem é o clima Solitário roleta e tava ali para fora,TDAH,https://www.instagram.com/reel/CueWeGFt19V/?igsh=MXc2cG1mOXVzc3pxYw==
61,Fica frio aí novato aqui assim todo dia eu tô procurando a alegria ela tá por aqui é uma alegria entrou em depressão faz um tempão que a gente toma ela por aqui tá Vou ver agora Depois que terminei Da Verdinha ela até aparece ai você é não eu só tristeza eu meio que tomou conta no lugar aqui nossa que legal as emoções estão todas misturadas ali escuta ninguém aqui mal é doidona que é outra e você aqui dançando gente que estava do lado aqui não tô de folga amor folga a gente tem uma lista enorme de coisa para fazer a gente é mais do free lance entendeu não gosta muito de seguir rotina não quem é que tá no controle aqui agora a gente reveza tá tem um pouquinho eu depois vai ah e vai segurando depois eu de novo agora agorinha Talvez esteja Progresso Nacional Ah não desculpa é que tá acontecendo muita coisa gente eu não tô conseguindo prestar atenção em nada amor impossível você quer tomar alguma coisa é só para dar aquela animada amor eu sou a Rita agora as coisas vão começar a mudar por aqui no meu turno não tem festa o tempo todo mundo qual sentado fazendo seus deveres Gente alguém que lembra o botão que aperta para chorar,TDAH,https://www.instagram.com/reel/C9m-RkeR5OF/?igsh=MTlrNGxnaGRyM2R0eQ==
62,a verdade sobre TDH que apenas 10% das pessoas se entregar então a maioria das pessoas que acha que tem th na verdade está dormindo mal comendo mal sedentários ou com a dopamina desregulada por celular ou Prazeres imediatos sem esforço tudo isso gera sintomas de TDH mas não é suficiente para fechar o diagnóstico de TDH para fechar um diagnóstico de TDH seu comportamento precisa ser avaliado retrospectivamente ou seja desde a infância hiperatividade impulsividade distração como diagnóstico é Clínico ou seja não tem nenhum exame de imagem que comprove que você tem TDH acaba sendo muito subjetivo e na maioria das vezes não compensa se prender muito a isso muitas pessoas se prendem a identidade de TDH e ignoram várias medidas básicas mas que ninguém quer fazer como regular sono alimentação e tempo de tela que melhoram muito foco de estação e sobre os medicamentos para TDAH eles têm suas indicações pontuais em período difíceis mas eles sozinhos não resolvem a causa básica não se esqueça que foco é algo treinar existe mas você é muito mais que um diagnóstico mais foco menos ansiedade,TDAH,https://www.instagram.com/reel/C97Ii9kxwSf/?igsh=MXVzcGUyYmxlbWNjcg==
64,ptd e tentar falar durante o sexo é uma tarefa muito difícil uma vez eu pedi para uma menina gozar na minha buceta e foi horroroso pai dela até saiu do quarto falando tu tem,TDAH,https://www.instagram.com/reel/CrMg059PttQ/?igsh=Zmg2aHQ2dmM4eGUw
65,põe essa música não tem essa que a casa então elas personagens comer e apenas três treinadores para escorrer nos três Sonic Executor Alexandre Pinto Pereira Partenon Gonçalo completamente diferentes ele primeiro esse de madeira e o bastante preciso para Alemanha esse segundo esse alargado e libiano e ele terceiros personagens que tem na internet,TDAH,https://www.instagram.com/reel/C7NcpdMAEzu/?igsh=dzFiaXBoY3Mwd2J5
66,eu fiquei sabendo de um sintoma essa semana que quem tem TDH pode até comentar no chat aí e eu não sabia né muita gente não sabe inclusive você né não tinha não sabia disso é a questão do auto foco nos olhos a gente tem um super poder gente que é assim eu consigo embaçar o meu olho e focar foco desfoca a hora que eu quiser eu achava que isso era uma coisa normal todo mundo fazia aí depois eu comecei a perguntar as pessoas que estão ao meu redor não consigo fazer isso não é ai será que é mesmo aí depois eu comecei a perguntar quem tem TDH e Geralmente quem tem consegue fazer quem não tem não faz é um teste para vocês aí pra ver talvez talvez tenha você consegue focar e desfocar a hora que você quiser talvez você estivesse aí você vai procurar três você vai fazer diagnóstico aí mas é uma coisa que eu não sabia,TDAH,https://www.instagram.com/reel/C9-qE0UpeH6/?igsh=N2JiNXV3azRsOG1v
67,certo tá vendo essa tampa ei caralho,TDAH,https://www.instagram.com/reel/C-DGqEXAIDG/?igsh=MThuZHByeHFnZTZj
68,vai eu vou eu vou ali aí você tira uma foto bem natural minha tá eu vou fazer assim ó andando tá aí você tira vai eu vou andando assim bem natural aí você tira tá natural deixa natural,TDAH,https://www.instagram.com/reel/C-BUTvuAkLk/?igsh=MWRsOGd2Y256ODU1cA==
71,mais fraco do meu TDH fui lá pegar um bolo falei caralho o que que é um bolo sem café aí tá o café né só que um minuto atrás eu tinha ido na cozinha e tinha esquecido o bolo por quê Porque eu tinha pego o café aí agora tem um café ali outro ali meu bolo como é que faz e quem saiba mais e faço teste rápido e descubra se você precisa do desafio TDH,TDAH,https://www.instagram.com/reel/C7RR7O2PQMB/?igsh=MW1wMjdtYTR6c2Mzeg==
73,Amiga esse não é o meu carro,TDAH,https://www.instagram.com/reel/C9il7i-PnJA/?igsh=MWY2YmQ3MjZyeHd3aw==
78,falar com você e a gente chegou tá não era isso não era a cena do seu lado por favor você não vem por isso mas tá Tá mas eu vou falar ela tava reclamando que tá com fome desde que chegou você vai falar é porque eu tô com infecção urinária peguei não eu não queria me responder nesse nível mas só para entender eu tô saindo direto porque eu tô com infecção é uma comida menina linda de novo,TDAH,https://www.instagram.com/reel/C9VKF07pwkg/?igsh=ZzQzZXh1MW50OG1t
81,presta atenção aqui ó ah de Formiga não calma aí não adianta passar por b b de urso isso aqui não tá não tá certo não se gato,TDAH,https://www.instagram.com/reel/C9xZlIwv8zT/?igsh=MXB5anIzcWFoZmFqMg==
82,a gente possa filmar Nossa eu saí do carro para filmar que graça gente como que ela chama foto deixa eu ver uma fralda a Mafalda Mafalda E aí ele passeia junto ai que coisa fofa Gente olha o outro chegando olha valeu a pena eu pulei do carro eu não tô acreditando gente que coisa fofa Olha esse beijão ele está namorando então o namorado dela Oi tudo bom oi tudo bem,TDAH,https://www.instagram.com/reel/C841LY7pwhs/?igsh=cmwwMGJtdndib3Jr
83,presta atenção aqui ó ah de Formiga não calma aí não adianta passar por dentro Bê de urso isso aqui não tá não tá certo não se gato,TDAH,https://www.instagram.com/reel/C9Vuj25BUae/?igsh=cHloNzNhc2tuNndp
84,,TDAH,https://www.instagram.com/reel/C9Z7QMuuAXW/?igsh=NnoyMWg5OTB4djZs
87,um TDH pode se lembrar de algo específico que aconteceu com ele na infância mas pode não se lembrar de coisas simples do dia a dia Como por exemplo o que que eu vim pegar na geladeira mesmo um pdh adora ambientes limpos gosta de ambientes bem organizados mas tem muita dificuldade em manter o ambiente organizado em TDH pode gostar de ter pessoas por perto e está Sempre acompanhado mas pode se enjoar com muita facilidade das pessoas viu TDH pode ser muito proativo para as pessoas seja lavando uma louça ajudando ou resolvendo os problemas dessas pessoas mas quando se trata da gente podemos não fazer isso na mesma intensidade Ah e se você se identificou com esse vídeo que é lidar melhor com os sintomas do TDH comente contradição que eu te vi o link do manual de liberdade no seu Direct,TDAH,https://www.instagram.com/reel/C-Ts4chv87T/?igsh=cTg1OHFkdHZzMjhx
88,,TDAH,https://www.instagram.com/reel/C4MKsN8MNmy/?igsh=MTl0MW40enM1M3U1MA==
89,às vezes no silêncio da noite ai ai oportunidade aí cara vamos embora vamos nessa é é o covarde né eu combate com você mulher,TDAH,https://www.instagram.com/reel/C-IXZEqRoUg/?igsh=MTcza21yYmtzYzF6cg==
92,ai porque tudo hoje é TDH aí por que que você não entendeu nada virou moda que bom né gente que coisa maravilhosa assim as pessoas aprendem mais rápido Qual que é a nossa forma de funcionar e enche menos o nosso saco como por exemplo em relação à saúde sabe o que que isso significa menos cobranças e mais espaço na nossa vida,TDAH,https://www.instagram.com/reel/C9IwLg9xCGU/?igsh=ZnoyeHBlc2FhNWJk
94,the hiperfoco nas coisas que amo mas luto para manter o foco em tarefas de monótonas às vezes surge uma baita energia do nada e consigo fazer tudo mas em outros momentos me sinto Exausta e incapaz de fazer qualquer coisa minha criatividade é imensa sempre tem muitas boas ideias mas a desorganização torna difícil concretizar essas ideias fico desorientada e sobrecarregada com a bagunça mas Tenho dificuldades em manter a minha casa limpa e organizada vivo chegar na atrasado nos compromissos mas não gosto de ter que ficar esperando os outros só gentil empática e solidária com os outros mas Vivo me criticando e julgando,TDAH,https://www.instagram.com/reel/C9-56Mkvi7B/?igsh=NDFyOTdpY29vajBr
96,como ser amigo de uma pessoa considerada em menos de um minuto para isso você precisa entender que de tempos em tempos o TDH Pode parecer que está te ignorando e simplesmente sumir do mapa e não é porque o TDAH não se importa mas sim por que eles convivem com algo chamado permanência do objeto O que significa que se você não estiver por perto Durante algum tempo outra DH pode simplesmente esquecer que você existe mas apenas até que algo faça lembrar novamente um desperte o TDH ainda vai querer você na vida dele do mesmo jeitinho e nesses momentos você pode ter certeza que ele só vai para focado em alguma coisa qualquer perseguindo a dopamina por aí mas você nem vai precisar se preocupar porque o TDH sempre bom e quando volta vai ser sempre como o seu tempo não tivesse passado,TDAH,https://www.instagram.com/reel/C-bW7NDvn_C/?igsh=MWEybWliYmVpMWQ5dw==
97,como detectar Ltda Se ele morrer somente 5 segundos partes para pensar demasiado todo muito mas ele o que você disse que se era porque sabe que não puderam evitar Yes a rotação mais diagnosticadas quando um transtornos democrático também tem que ser assim para você pois a tirar uma pequena mensagem física e quando trata-se de priorizar as tarefas eu não tenho poder eu estou querendo nessa situação literalmente a construção,TDAH,https://www.instagram.com/reel/C8Ca_DrOrUF/?igsh=MTZwcmh3N2hzMWd3MQ==
99,eu sou autista e eu não sei lidar com frustrações no meu trabalho eu sempre sento no mesmo lugar e quando alguém senta nele eu não consigo trabalhar direito e que o resto do dia agoniado e acaba entrando em crise eu crio o roteiros na cabeça para falar com as pessoas e quando não sai como planejado é péssimo eu vou falar boa tarde padeiro eu gostaria de um pão Boa tarde para dizer eu gostaria de um pão aí ele vai responder Claro para já aí eu vou dizer obrigado OK boa tarde bom eu gostaria de um padeiro Ok obrigado quando eu planejo algo no meu dia e acaba acontecendo um imprevisto eu preciso mudar uma coisinha pequena que seja Pronto meu dia acabou isso acontece porque autista tem rigidez cognitiva que é um padrão de pensamento e comportamento que é fixo inflexível e isso resulta em apego a rotina dificuldade com mudanças e ideias é como ter um mapa mental que só mostra um caminho e seguir qualquer outro é muito mais complicado e difícil,TDAH,https://www.instagram.com/reel/C82Wnc0uPPk/?igsh=enI0bGJ2czYzcWM=
102,É verdade que pdh pessoas que têm TDH não tem saudade pelo que os meus pacientes me falam e tudo mais é como tipo não é que não sente saudade mas é como se fosse um pouco mais desapegado porque parece que a coisa é um pouco mais tranquila assim tem um apego diminuído né as pessoas eu tô vendo meu filho quando você fala que ele é bem assim só que não significa que não gosta tá não é uma pessoa fria pelo contrário entendeu a gata tem super empatia eles gostam das pessoas eles são geralmente pessoas generosas se ele vai ficar dois meses lá dois anos sem ver um amigo não vai lembrar mas aí na hora que vê também parece que não passou o tempo nenhum então tem como se fosse um desapego é eles tendem a ficar menos apegados as pessoas e as coisas do que nós,TDAH,https://www.instagram.com/reel/C-QSnJmpr5v/?igsh=MTVqY21vdnN1dGpieA==
103,negócio de não sei o quê não sei o quê não sei o quê não sei o quê não sei o quê não sei o quê não sei o quê não sei o quê e tal,TDAH,https://www.instagram.com/reel/C7OszgLgbTn/?igsh=NGk3aGU3Z2Uya3Zh
104,toda semana eu tenho o dia que eu hiberno tipo assim para umas 12 horas seguidas e não é porque eu sou improdutiva não é porque eu tô com falta de vitamina Não é nada disso é porque eu tenho a mente TDH Oi meu nome é Clara Elise eu tenho uma mente TDH só terá quatro TDAH também eu tô aqui para desmistificar algumas coisas porque hoje a gente vê uma produtividade uma improdutividade tóxica na internet eu já tô cansada disso eu amo hibernar minhas 12 horas já aconteceu por exemplo de eu dormir num sábado domingo Sábado passei o domingo inteiro dormindo também Dorme acorda dorme acorda e foi acordar na segunda tava doente não eu tava dormindo eu tenho uma questão na minha mente que o que para você é uma semana para mim é um dia então as pessoas falam assim ai mas se você tá fazendo isso você tá introdutivo porque essas histórias do tempo que você perdeu é dinheiro que ido minha mente ela pensa um milhão de coisa ao mesmo tempo você demora uma empresa para você construir eu já tenho 20 criado na minha cabeça então às vezes eu preciso deitar e dormir 12 horas seguidas para cá para recarregar minha energia e voltar como uma nova mulher E tá tudo bem Não é porque o meu jeito de produzir é diferente do seu que eu sou doente porque eu sonho produtiva que eu sou preguiçosa eu procuro isso só que de uma forma diferente de você é status de quantas horas você dá um pouco disso quando pagava tanto eu me culpava tanto quando eu dormia muito falava pouco era só uma preguiçosa E aí não é com essa preguiçosa é que funciona de uma forma diferente de você e você acha que pessoas na fabricação de bonequinhos né Todo mundo tem um jeito cheio de funcionar,TDAH,https://www.instagram.com/reel/C8xplYTRWFi/?igsh=MXBmZTl3a21hYzUyYQ==
