ID,Transcription,Tag,Link,Views
48,críticas rápidas para não irritar o borderline que você Definitivamente não deve falar para ele então já manda esse vídeo para família para os amigos só não manda para o ex narcisista senão ele usa contra você e deixo bostinha né claro ó já ia esquecer uma Não provoque para testar o limite dele 5 cal uma ferida ela vai sangrar não pode Elaine de repente pequenas brincadeiras que os outros são irrelevantes podem ser encaradas como um ataque real mesmo questão não é andar em ovos não é bem isso mas evitar discussão desnecessária dois cuidado com promessa que você não pode cumprir o medo do abandono do Border é constante então prometer alguma coisa não cumprir mesmo que seja algo bobo mexe diretamente com a confiança dele então não Promete que não tem certeza pior do que não dá atenção é olhar e debochar Nossa como você tá esse deboche só vão piorar as coisas então ouça sem julgamento reconheça o desconforto por mais que corte só com essas atitudes a gente já evita bastante crise que não precisa e fortalece muito vínculo com o paciente já tentou alguma coisa assim comenta aqui pra gente,borderline,https://www.instagram.com/reel/DO_7cWyAfqj/?igsh=MThtcThlaGU5aGN3cQ==,47846
49,ai ai o que vou te falar agora você não vai acreditar mas as pessoas mais inteligentes são os mais drogadas porque porque a vida ela Entediante a vida ela é tão previsível você consegue ler a comunicação e o diálogo das pessoas de um jeito assim absurdo parece que eu sei cada palavra que as pessoas vão dizer para mim parece que eu sei ler um roteiro tão específico que isso é Entediante isso é extremamente Entediante nem mesmo dinheiro traz uma felicidade porque o dinheiro traz muitas possibilidades e as possibilidades também trazem uma relação de uma previsibilidade É como se eu soubesse tudo o que vai acontecer no momento como uma pessoa abre a porcaria da boca pra falar comigo e isso não estou querendo falar nossa como eu sou o Einstein no mundo se você é tão inteligente porque que seus drogas eu sei que isso viu eu já estou prevendo para você tá falando meu filho então é a relação das drogas é uma fuga de uma circunstância para se dopar e tentar fazer a vida não ser tão imprevisível assim mesmo que diante o próprio caos e quando nós falamos da relação Bora lá eu tenho por mim que a maioria das pessoas com TPB contra o sono de personalidade borderline são extremamente inteligentes porque a inteligência dói a pessoa ignorante já ouviu aquela frase a ignorância uma dádiva porque porque a ignorância te faz você se sentir confortável estando na merda por exemplo uma pessoa que ganha um salário mínimo de um jeito ou de outro a maioria talvez não seja o seu caso mas devido de outra maioria que ganha menos do que a maioria do que a maior parte do brasileiro enfim a maioria que ganha o mínimo melhor dizendo tá confortável chega sexta-feira eu hoje tomar uma cachaça ali com os amigos aí tomar uma cervejinha ou ficar em casa para ficar no sábado descansando no domingo descansando Esse é o auge do brasileiro e isso é extremamente então às vezes prefere muito mais o caos se entorpecer com alguma coisa acabar esse vinculando a situações negativas do que viver nessa médio qualidade,borderline,https://www.instagram.com/reel/DO-1-zPDb0B/?igsh=MWZuZWZwcnBhMTE5eA==,35878
50,no border Você às vezes usa medicação por quê eles chegam para você em depressão eles chegam para você em momentos de automutilação na automutilação também que que é automutilação tem horas que ele se sentem tão tão ruins quando eles sentem muita angústia é uma dor de alma é uma dor de alma imagina se você não gosta de ser quem você é esse é o grande desafio é provar o border que ele tenha tem o seu valor tem a sua identidade que todo mundo é inteiro em si a gente na metade de ninguém não é metade laranja de mamão de nada agora para eles é mais difícil entender isso então você leva mais tempo para eles entender eu fico pensando por exemplo eu sou uma pessoa que eu gosto de ser quem eu sou o bode vai se pegar só naquele tem 89.000 comentários bons agora tem um pra andar eu não gosto do cabelo dele o guarda vai pegar naquilo e você não tá entendendo ele vai fazer um episódio depressivo Episódio porque é uma coisa conta ele vai ficar depressivo que a gente chama ele vai ficar dentro de um quarto trancado ou ele vai começar a querer modificar o cabelo procurar como ele vai cortar o cabelo em que cabeleireiro Vai cortar porque ele necessita da aprovação daquele,borderline,https://www.instagram.com/reel/DNyJDxPYnCr/?igsh=MTN0aGd6b3N5Z3E0Mw==,55051
60,PIB de Israel come Platinum Waiting What's like something is of World from as garotas evening ok,borderline,https://www.instagram.com/reel/DPFFBfyASZ_/?igsh=ZDhiM29jd2ZoNXk0,15521
74,bolo da Nissan durante o biscuit no surgimento e 15% Jesus falando de cachaça inclusive achei aquilo que ficou após chefe né,borderline,https://www.instagram.com/reel/C4fr7GfNPPy/?igsh=MTY2azhhNDc4ZXN4Zw==,121377
75,borderline Beach silicone Clube sinônimo da questão da garota na hora não dava falta três time de borderline base clitóris da massa ele já burro reality download 3D borderline aplay Edition,borderline,https://www.instagram.com/reel/CerJUrWvajA/?igsh=dXU3cTNndzc4Z3Ax,298134
79,iPhone 5 11 países próximos aplicação textura Rural a gente faz outras fotos de sua,borderline,https://www.instagram.com/reel/DFfz3oDPmB_/?igsh=MWVrZzFtaWttMDE1Zg==,290299
95,negócio de não sei o quê não sei o quê não sei o quê não sei o quê não sei o quê não sei o quê não sei o quê não sei o quê tal e,borderline,https://www.instagram.com/reel/DF0e46Xpl18/?igsh=MW4xcXJxcWltaHg1ag==,843096
101,se você tem border Para de se culpar por três coisas que não são culpa sua vou explicar agora primeira explosões de raiva depois do episódio vem a culpa Ah começou horrível ai seu cérebro é um radar sensível então pequenos gatilhos viram incentos é defesa e não maldade dois comportamentos impulsivos compras decisões tomadas busca imediata depois vem a culpa que devora seu córtex pré-frontal funciona diferente você não escolheu ser assim terceira é auto Sabotagem quando tudo vai bem você destrói tudo seu cérebro lê proximidade com o risco e ativa o modo de proteção inconsciente sobrevivência borderline tem tratamento e Recuperação e conhecimento tira um pouco do peso do sofrimento Salva esse vídeo para reforçar quando precisar,borderline,https://www.instagram.com/reel/DPNLPLfDFnj/?igsh=MXFjYjZzZm1ramYxNw==,15391
110,dessa vez o felca foi longe demais veja o que ele falou sobre o transtorno de personalidade borderline Por mais que você possua um transtorno de personalidade borderline você é um universo cara com as suas opiniões com as suas visões com suas personalidade né Nenhum ser humano pode colocar em caixa ou por exemplo autismo cada autista é diferente do outro você não pode colocar em caixa cara cada pessoa que tem transtorno borderline é diferente um do outro entendeu o que faz ter o diagnóstico são padrões de comportamentos quando você tem mais de um número selecionado ali mas você não vai nem sequer ter todas é muito difícil é ter todos o que que tá no no transtorno ou na questão né Cada ser humano é um universo essa coisa do do diagnóstico do transtorno mais é muito uma forma de colocar em caixa as pessoas tanto é que para muitas pessoas funciona melhor não ter o diagnóstico do que ter Então cara você que tem um diagnóstico você que tem um transforma você que tem alguma coisa Não se sinta numa caixa Não se sinta rotulado por esse rótulo né mas que seja difícil entenda que você é um indivíduo completo você você ter um universo dentro de você tem vezes que você que você tenha alterações de humor que você tá feliz você tá triste tem suas opiniões tem essas visões nenhum autista como outro cara e essa é a grande verdade não pode ser colocada em caixas em rótulos né Isso é um mal que você faz para as pessoas né Ou seja você não é o seu transtorno eu sempre falo isso por aqui e sempre vou continuar falando o transtorno não deficiência valor como pessoa nem a tua capacidade de amar se Amado ele não determina o teu potencial de crescimento as mudanças que você pode conquistar nem a sua inteligência ou criatividade não define seu futuro os caminhos que você pode escolher nem a qualidade das relações que você pode construir também não define sua identidade completa porque você é muito mais do que um diagnóstico ele não apaga a sua força de superação nem a sua capacidade de aprender coisas novas não determina o quanto você pode se Reinventar não limita a Tua sensibilidade não rouba a tua esperança não diminui a tua dignidade Nunca será a maior do que a tua humanidade então se você é borda pdh até bipolar um transtorno não define você,borderline,https://www.instagram.com/reel/DOzFrzBEg-e/?igsh=MWg3Z3Q2MWhqeWF3eA==,64874
111,que eu vi o Pelé não quero contato kerline não quero contato o Irã do nada hoje começou a falar meio ignorante também não entendi Débora insuportável não quero contato nenhum estava em você mulher até na final que eu tô respondendo,borderline,https://www.instagram.com/reel/Cu7Ht-Ot_7n/?igsh=MWl4YmFsazlhbnpybw==,238798
112,hambúrguer Lanches comporta constantemente como um pai e uma mãe já percebeu isso mas por que que uma pessoa com tanto entre aspas julgamento e infelizmente exclusão a pessoa que é tão maltratada na sociedade se importa como um pai e uma mãe porque na verdade faltou isso muitas vezes Faltou um apoio desde o início na nossa formação relacionado ao senso de eu então quando o borderline ele mostra esse excesso de empatia que infelizmente às vezes acaba sendo usado contra ele ele tá querendo dizer o seguinte ou pessoal você toca aqui ó eu tô desesperado eu estou te ajudando porque eu quero uma reciprocidade o estado de te ajudando porque eu também Preciso de colo mas infelizmente quem mais percebe esse tipo de desespero emocional são pessoas narcisistas são pessoas manipuladoras Então quanto mais você tenta ajudar a pessoa errada mas ela utiliza aquilo como se fosse uma obrigação sua ué se você faz isso pela manhã e sinceramente você lava minha roupa se você faz isso você faz aquilo sua obrigação continuar fazendo isso então ao invés do Porto Alegre conseguir acolhimento nesse tipo de comportamento que ele não percebe porque ele faz isso ele encontra na verdade mais desgaste emocional mas briga mais desconfiança mas desconforto interno então muitas vezes uma pessoa vê uma uma alguém que é borderline e fala nossa mas aquele aquela pessoa descontrolada né Tá mas você sabe que ela passa todo santo dia dentro da própria cabeça você sabe o que que ela passa todo santo dia dentro do seu próprio ambiente familiar de trabalho às vezes ela está totalmente desgastada E você só consegue enxergar os problemas que ela está trazendo você não consegue enxergar que ali existe um ser humano quebrado machucado buscando ajuda mas isso também não é desculpa e começar a maltratar as outras pessoas ou mostrar constantemente uma forma de instabilidade emocional é o seu dever também buscar Se Curar Não espere que outras pessoas vão te ajudar desse jeito como infelizmente deveria acontecer porque na verdade é o oposto quanto mais você oferece algo mais vão te cobrar,borderline,https://www.instagram.com/reel/DPFVQiWDQUQ/?igsh=MW5ld29rNWpwdGs4aQ==,13681
115,Rua Ibimirim realiza ficou,borderline,https://www.instagram.com/reel/DMxxlCpPZNl/?igsh=eXk5dWp6eWNzd2Fh,52242
116,abrir o programa power one personal organelas principais times For The Things That works Ok Google,borderline,https://www.instagram.com/reel/DPAcfD-k3Og/?igsh=ODl3bmJ6MWR4eW4w,375840
118,amanhã eu me caso eu acabei de cancelar o meu divórcio É amor mesmo o maior arrependimento da minha vida eu tava maluca com uma pessoa muito especial que cuida muito de mim me ajuda muito,borderline,https://www.instagram.com/reel/DOEu2rRj2wl/?igsh=NmFmeHp5a2ttc2o0,158705
120,3 fatos sobre borderline que podem transformar mesmo seu relacionamento pessoas com esse transtorno tem uma ligação afetiva mais sensível porque os sinais de afastamento soam como um menos preso Total reações são mais rápidas e fortes a parte que ajuda a controlar demora para entrar em Ação Então tudo fica mais intenso emoções chega no instante e demoram muito para ir embora isso desgasta pessoa validação não é passar a mão na cabeça é ajudar a pessoa a se regular compartilha para combater o estigma sobre o borderline,borderline,https://www.instagram.com/reel/DO10LDQDr1-/?igsh=MXF4NGZlaGltdzZmMQ==,15071
123,Damião,borderline,https://www.instagram.com/reel/DO8mCW7jdJR/?igsh=MXQ3eHpuamZqcTV6NQ==,15244
124,sabe quando bate a sensação de um buraco no peito e a primeira reação é ir para um site de compras nessa hora parece que tudo é urgente na verdade parece que só isso resolve o impulso é tão forte que dá vontade de comprar qualquer coisa só para aliviar sabe como se só uma compra agora posso te ajudar a aguentar esse momento logo depois quase sempre o que vem é a culpa e aquela sensação por que que eu fiz isso de novo para quem tem borderline esse ciclo acontece automático porque o cérebro busca uma recompensa rápida para aliviar as emoções só que quando o efeito passa as coisas voltam muito piores é muito mais comum do que você imagina tem tratamento não é só falta de controle Ok pode ser uma dificuldade de lidar com a dor então aqui vai uma dica que pode ajudar muita gente espera 24 horas antes de comprar quase sempre se for por impulso vai passar amanhã você compra é um rim não então amanhã vamos conversar todo mundo conhece alguém que tem esse padrão manda para esse amigo ou para quem tá precisando entender esse circo,borderline,https://www.instagram.com/reel/DPID86NDHwA/?igsh=c24zbDc5bXBmamVy,14299
131,ninguém quer saber do teu transtorno o teu chefe no trabalho não quer saber a tua família não quer saber seu pai ou sua mãe eles só querem saber que quando eles não tiverem mais aqui você vai saber se virar vai saber fazer as coisas e viver bem o teu namorado não vai aguentar por muito tempo se você continuar surtando brigando agredindo ele não vai aguentar a verdade é que as pessoas estão interessadas nelas mesmas e tá tudo bem porque você também deveria pensar assim não adianta tentar explicar e fazer com que as pessoas te entendam entendam Como funciona o borderline elas nunca vão entender de verdade porque elas não sofrem o que você sofre e Ok é assim mesmo então quer saber cuide de você se priorize se você tem borderline a única pessoa que pode fazer alguma coisa por você é você mesmo é você mesmo,borderline,https://www.instagram.com/reel/DCBxxF3RHb3/?igsh=NGFjbjhwMnh0c2t5,95641
132,borderline era uma pessoa ao contrário do psicopata ela é 100% emoção zero razão e São pessoas que estabelecem uma dependência muito grande com o outro porque elas não se sentem inteiras Então ela precisa do outro esse tipo de perfil de personalidade são os melhores atores e atrizes que tem porque em não sendo ninguém o personagem que eles fazem eles não não interpretam eles literalmente são Então são atores e atrizes quando acaba um filme eles levam tempo para sair do personagem porque eles realmente foram aquilo Então na hora que eles vão interpretar alguma coisa eles mergulham o fundo mesmo então se tiver que emagrecer 20 kg emagrece se tiver que é fumar vai fumar intensamente não tem metade tudo muito intenso são os melhores atores e atrizes não tem a menor dúvida,borderline,https://www.instagram.com/reel/Cj8Ka36AYGe/?igsh=NnNzcmU4enBlcmkz,1204588
134,o borderline se eu não me engano ele é muito difícil de diagnosticar algo assim ele é muito difícil pelo seguinte primeiro que nós falava por exemplo eu passei minha faculdade inteira ninguém nunca falou de transtorno de personalidade de guardanapo e tudo transtorno de personalidade é um pouco difícil da gente entender porque como é um transtorno de personalidade ele é uma forma da pessoa ser é uma forma de enxergar o mundo e com características Então não é algo que é necessariamente é patológico no sentido do transtorno que traz para a vida da pessoa para vida de outros mas no fundo no fundo aquilo faz parte um pouco da Constituição da pessoa tão borderline ele ele se ele fosse Colocar assim ele tem uma instabilidade muito grande é emocional Então são pessoas muito hipersensíveis que podem no mesmo dia por coisas pequenas alguém fala assim ah sua roupa não tá legal aquilo pegar como uma rejeição e a pessoa fica mal né então tem muita estabilidade por isso que confunde às vezes com bipolar mas o bipolar ele não tem essa estabilidade no mesmo dia ele tem estabilidade por períodos outra característica do borderline muito muito marcante é a dificuldade de relacionamentos mais próximos são pessoas muito inteligentes são pessoas muito que na na forma social se dá muito bem mas das relações mais íntimas fica muito difícil porque são pessoas que elas precisam se validar no outro então acho que tem uma tendência a depender da aprovação do outro por isso Medo da rejeição muito Medo da rejeição e São pessoas que tem uma auto percepção muito depreciativa do tipo não se vê como são Se vem sempre menos sempre muito menos e que tem uma impulsividade muito grande e uma dessas impulsividade muitas vezes quando essas pessoas têm essa questão da automutilação dessas tentativas de de auto destruição né então é uma personagem instável Mas é uma personalidade por exemplo muito boa de coração e tem muita gente que não acredita nisso,borderline,https://www.instagram.com/reel/DNO9NSZvHNJ/?igsh=MTQ4OTRoYXY1azNzbQ==,303070
136,desculpa quando eu vi no de homem assim você pega Raça Negra 92,borderline,https://www.instagram.com/reel/DMhOpoGIRyb/?igsh=MTR5djhoNmU3ZGJ3bg==,1312875
141,teve esses dias uma pessoa falando que as pessoas não são borderline elas são só mau caráter quem dera quem dera meu filho eu gostaria muito de ter nascido uma pessoa mau caráter que uma pessoa mal caráter não precisa gastar mais de r$ 500 por mês com remédio e psiquiatra e às vezes internação ela não sente vontade de se pelo menos uma vez a cada dois meses não tem crise de raiva seguidas de uma culpa absurda não passa praticamente o tempo todo da sua vida dissociado sem entender nada do que tá acontecendo na sua volta e com um vazio crônico que é muito difícil explicar para qualquer pessoa gostaria de pedir a Deus aos Orixás a tudo o universo que na próxima vida vem uma pessoa mau caráter e não uma pessoa com problema me,borderline,https://www.instagram.com/reel/DL8ZjJZSKhY/?igsh=NmE3MW9hYzNsOW43,88123
143,não aguentei tomar iPhone,borderline,https://www.instagram.com/reel/DLzwXxbOM4j/?igsh=NDR2MXE2Z2FrNnVh,139644
145,Por que tanto diagnóstico de borderline acabam em pessoas que na verdade são autistas ou TDAH pode Twitch não é personalidade é neurodesenvolvimento de um lado o autismo do áudio impulsividade instabilidade pode ser um teia um TDAH tentando sobreviver no mundo que parece hostil para eles por exemplo sinais sociais perdidos é igual a rejeição comunicação impossível é igual solidão mascará diferenças identidade pagada resultado parecer instável quando só funciona diferente CDH emocional existe nos Livros mas a gente vê no dia a dia se a base neurológica for tratada há uma revolução pessoal Às vezes o transtorno de personalidade era o cérebro ativo tentando Existir nesse meio reconheceu isso fim do estigma e começo da vida real escreve aqui sua história pode ajudar a amenizar anos de Sofrimento de outra pessoa,borderline,https://www.instagram.com/reel/DPKieNEjJ8Z/?igsh=MTU4bG11bTVxZXowaQ==,17254
149,gosto de dar o exemplo de um carro imagina que todas as pessoas que não têm o transtorno tem o seu sistema ali de acelerar e frear funcionando bem numa velocidade né uma frequência ali positiva e saudável mas quem tem o transtorno borderline muitas vezes o acelerador é muito sensível então se encosta um pouquinho ali já vai muito rápido e o freio não funciona muito bem também então quando vai frear ele demora para responder então a pessoa para realmente regular Suas Emoções demora muito mais,borderline,https://www.instagram.com/reel/DGgrC7DJa-O/?igsh=MWJnZDFyaXpua2lhMQ==,24719
153,Justin Bieber Sertão Santo Antônio do meu irmão nova versão se tivesse um reboco público confortável nesse jeito João assumir tudo minha responsabilidade Jamile responsabilidade de 18,borderline,https://www.instagram.com/reel/DMkwduZoBgH/?igsh=MTFzem5iNW81Y2JqNg==,63726
157,os piores vídeos mais novos Minecraft Minecraft,borderline,https://www.instagram.com/reel/DKz7qPOA7U-/?igsh=MXV5M3NmdGNzbHJ5,52710
