Transcription,Classificação,augmentation_type,tokenized_words,removed_stopwords,tokenized_words_joined
falo não é todo mundo morreria por alguém da família não morreria você não morreria pelo pela sua mulher pela sua mãe você viveria por alguém da sua família o que que é viveria é viver bem até o meu pai 82 anos ali você você toparia se alimentar de forma saudável parar de fumar parar de beber fazer um esporte para viver pela sua família,5,original,"['falo', 'não', 'é', 'todo', 'mundo', 'morreria', 'por', 'alguém', 'da', 'família', 'não', 'morreria', 'você', 'não', 'morreria', 'pelo', 'pela', 'sua', 'mulher', 'pela', 'sua', 'mãe', 'você', 'viveria', 'por', 'alguém', 'da', 'sua', 'família', 'o', 'que', 'que', 'é', 'viveria', 'é', 'viver', 'bem', 'até', 'o', 'meu', 'pai', '82', 'anos', 'ali', 'você', 'você', 'toparia', 'se', 'alimentar', 'de', 'forma', 'saudável', 'parar', 'de', 'fumar', 'parar', 'de', 'beber', 'fazer', 'um', 'esporte', 'para', 'viver', 'pela', 'sua', 'família']","['falo', 'todo', 'mundo', 'morreria', 'alguém', 'família', 'morreria', 'morreria', 'mulher', 'mãe', 'viveria', 'alguém', 'família', 'viveria', 'viver', 'bem', 'pai', '82', 'anos', 'ali', 'toparia', 'alimentar', 'forma', 'saudável', 'parar', 'fumar', 'parar', 'beber', 'fazer', 'esporte', 'viver', 'família']",falo todo mundo morreria alguém família morreria morreria mulher mãe viveria alguém família viveria viver bem pai 82 anos ali toparia alimentar forma saudável parar fumar parar beber fazer esporte viver família
falo não é todo mundo morreria por alguém da família não morreria você não morreria pelo pela sua mulher pela sua mãe você viveria por alguém da sua família o que que é viveria é viver bem até o meu pai 82 anos ali você você toparia se alimentar de forma saudável parar de fumar parar de beber fazer um esporte para viver pela sua família,5,synonym_replacement,"['falo', 'não', 'é', 'todo', 'mundo', 'morreria', 'por', 'alguém', 'da', 'família', 'não', 'morreria', 'você', 'não', 'morreria', 'pelo', 'pela', 'sua', 'mulher', 'pela', 'sua', 'mãe', 'você', 'viveria', 'por', 'alguém', 'da', 'sua', 'família', 'o', 'que', 'que', 'é', 'viveria', 'é', 'viver', 'bem', 'até', 'o', 'meu', 'pai', '82', 'anos', 'ali', 'você', 'você', 'toparia', 'se', 'alimentar', 'de', 'forma', 'saudável', 'parar', 'de', 'fumar', 'parar', 'de', 'beber', 'fazer', 'um', 'esporte', 'para', 'viver', 'pela', 'sua', 'família']","['falo', 'todo', 'mundo', 'morreria', 'alguém', 'família', 'morreria', 'morreria', 'mulher', 'mãe', 'viveria', 'alguém', 'família', 'viveria', 'viver', 'bem', 'pai', '82', 'anos', 'ali', 'toparia', 'alimentar', 'forma', 'saudável', 'parar', 'fumar', 'parar', 'beber', 'fazer', 'esporte', 'viver', 'família']",falo todo mundo morreria alguém família morreria morreria mulher mãe viveria alguém família viveria viver bem pai 82 anos ali toparia alimentar forma saudável parar fumar parar beber fazer esporte viver família
falo não é todo mundo morreria por alguém da família não morreria você não morreria pelo pela sua mulher pela sua mãe você viveria por sua alguém da sua família o que que é viveria é viver bem até o meu pai 82 anos ali você você toparia se alimentar de forma saudável parar de fumar parar de beber fazer um esporte para viver pela sua família,5,random_insertion,"['falo', 'não', 'é', 'todo', 'mundo', 'morreria', 'por', 'alguém', 'da', 'família', 'não', 'morreria', 'você', 'não', 'morreria', 'pelo', 'pela', 'sua', 'mulher', 'pela', 'sua', 'mãe', 'você', 'viveria', 'por', 'sua', 'alguém', 'da', 'sua', 'família', 'o', 'que', 'que', 'é', 'viveria', 'é', 'viver', 'bem', 'até', 'o', 'meu', 'pai', '82', 'anos', 'ali', 'você', 'você', 'toparia', 'se', 'alimentar', 'de', 'forma', 'saudável', 'parar', 'de', 'fumar', 'parar', 'de', 'beber', 'fazer', 'um', 'esporte', 'para', 'viver', 'pela', 'sua', 'família']","['falo', 'todo', 'mundo', 'morreria', 'alguém', 'família', 'morreria', 'morreria', 'mulher', 'mãe', 'viveria', 'alguém', 'família', 'viveria', 'viver', 'bem', 'pai', '82', 'anos', 'ali', 'toparia', 'alimentar', 'forma', 'saudável', 'parar', 'fumar', 'parar', 'beber', 'fazer', 'esporte', 'viver', 'família']",falo todo mundo morreria alguém família morreria morreria mulher mãe viveria alguém família viveria viver bem pai 82 anos ali toparia alimentar forma saudável parar fumar parar beber fazer esporte viver família
falo não é todo mundo morreria por alguém da família não morreria você não morreria pelo pela sua mulher pela sua mãe você viveria por alguém meu sua família o que que é viveria é viver bem até o da pai 82 anos ali você você toparia se alimentar de forma saudável parar de fumar parar de beber fazer um esporte para viver pela sua família,5,random_swap,"['falo', 'não', 'é', 'todo', 'mundo', 'morreria', 'por', 'alguém', 'da', 'família', 'não', 'morreria', 'você', 'não', 'morreria', 'pelo', 'pela', 'sua', 'mulher', 'pela', 'sua', 'mãe', 'você', 'viveria', 'por', 'alguém', 'meu', 'sua', 'família', 'o', 'que', 'que', 'é', 'viveria', 'é', 'viver', 'bem', 'até', 'o', 'da', 'pai', '82', 'anos', 'ali', 'você', 'você', 'toparia', 'se', 'alimentar', 'de', 'forma', 'saudável', 'parar', 'de', 'fumar', 'parar', 'de', 'beber', 'fazer', 'um', 'esporte', 'para', 'viver', 'pela', 'sua', 'família']","['falo', 'todo', 'mundo', 'morreria', 'alguém', 'família', 'morreria', 'morreria', 'mulher', 'mãe', 'viveria', 'alguém', 'família', 'viveria', 'viver', 'bem', 'pai', '82', 'anos', 'ali', 'toparia', 'alimentar', 'forma', 'saudável', 'parar', 'fumar', 'parar', 'beber', 'fazer', 'esporte', 'viver', 'família']",falo todo mundo morreria alguém família morreria morreria mulher mãe viveria alguém família viveria viver bem pai 82 anos ali toparia alimentar forma saudável parar fumar parar beber fazer esporte viver família
falo não é todo mundo morreria por alguém da família não você não morreria pelo pela sua mulher pela sua mãe você viveria por sua família o que que é viveria é viver até o meu pai 82 ali você toparia se alimentar de forma parar de fumar parar beber para viver pela sua família,5,random_deletion,"['falo', 'não', 'é', 'todo', 'mundo', 'morreria', 'por', 'alguém', 'da', 'família', 'não', 'você', 'não', 'morreria', 'pelo', 'pela', 'sua', 'mulher', 'pela', 'sua', 'mãe', 'você', 'viveria', 'por', 'sua', 'família', 'o', 'que', 'que', 'é', 'viveria', 'é', 'viver', 'até', 'o', 'meu', 'pai', '82', 'ali', 'você', 'toparia', 'se', 'alimentar', 'de', 'forma', 'parar', 'de', 'fumar', 'parar', 'beber', 'para', 'viver', 'pela', 'sua', 'família']","['falo', 'todo', 'mundo', 'morreria', 'alguém', 'família', 'morreria', 'mulher', 'mãe', 'viveria', 'família', 'viveria', 'viver', 'pai', '82', 'ali', 'toparia', 'alimentar', 'forma', 'parar', 'fumar', 'parar', 'beber', 'viver', 'família']",falo todo mundo morreria alguém família morreria mulher mãe viveria família viveria viver pai 82 ali toparia alimentar forma parar fumar parar beber viver família
se alguém está mais focado em como você reagiu do que no que ela fez para provocar sua reação cuidado e se chama manipulação essa pessoa não tem tanta consciência das ações dela e vai se surpreender se você tentar traçar seus limites ou vai te culpar se você tentar se explicar essa técnica se chama inversão de culpa onde o manipulador ignora o próprio comportamento e Foca no seu como se o seu ato de se defender fosse um ataque É um mecanismo inconsciente de auto proteção onde no fundo a pessoa tem tanto medo e desconfiança que ela sente um prazer a confirmar essa crença dela na cabeça no fundo é uma falta de autoconhecimento e de empatia da pessoa mas manipulação e manipulação você sempre vai ter o direito de traçar os seus limites por mais que a pessoa não reconheça o comportamento dela mas foco menos ansiedade,5,original,"['se', 'alguém', 'está', 'mais', 'focado', 'em', 'como', 'você', 'reagiu', 'do', 'que', 'no', 'que', 'ela', 'fez', 'para', 'provocar', 'sua', 'reação', 'cuidado', 'e', 'se', 'chama', 'manipulação', 'essa', 'pessoa', 'não', 'tem', 'tanta', 'consciência', 'das', 'ações', 'dela', 'e', 'vai', 'se', 'surpreender', 'se', 'você', 'tentar', 'traçar', 'seus', 'limites', 'ou', 'vai', 'te', 'culpar', 'se', 'você', 'tentar', 'se', 'explicar', 'essa', 'técnica', 'se', 'chama', 'inversão', 'de', 'culpa', 'onde', 'o', 'manipulador', 'ignora', 'o', 'próprio', 'comportamento', 'e', 'Foca', 'no', 'seu', 'como', 'se', 'o', 'seu', 'ato', 'de', 'se', 'defender', 'fosse', 'um', 'ataque', 'É', 'um', 'mecanismo', 'inconsciente', 'de', 'auto', 'proteção', 'onde', 'no', 'fundo', 'a', 'pessoa', 'tem', 'tanto', 'medo', 'e', 'desconfiança', 'que', 'ela', 'sente', 'um', 'prazer', 'a', 'confirmar', 'essa', 'crença', 'dela', 'na', 'cabeça', 'no', 'fundo', 'é', 'uma', 'falta', 'de', 'autoconhecimento', 'e', 'de', 'empatia', 'da', 'pessoa', 'mas', 'manipulação', 'e', 'manipulação', 'você', 'sempre', 'vai', 'ter', 'o', 'direito', 'de', 'traçar', 'os', 'seus', 'limites', 'por', 'mais', 'que', 'a', 'pessoa', 'não', 'reconheça', 'o', 'comportamento', 'dela', 'mas', 'foco', 'menos', 'ansiedade']","['alguém', 'focado', 'reagiu', 'fez', 'provocar', 'reação', 'cuidado', 'chama', 'manipulação', 'pessoa', 'tanta', 'consciência', 'ações', 'vai', 'surpreender', 'tentar', 'traçar', 'limites', 'vai', 'culpar', 'tentar', 'explicar', 'técnica', 'chama', 'inversão', 'culpa', 'onde', 'manipulador', 'ignora', 'próprio', 'comportamento', 'Foca', 'ato', 'defender', 'ataque', 'mecanismo', 'inconsciente', 'auto', 'proteção', 'onde', 'fundo', 'pessoa', 'tanto', 'medo', 'desconfiança', 'sente', 'prazer', 'confirmar', 'crença', 'cabeça', 'fundo', 'falta', 'autoconhecimento', 'empatia', 'pessoa', 'manipulação', 'manipulação', 'sempre', 'vai', 'ter', 'direito', 'traçar', 'limites', 'pessoa', 'reconheça', 'comportamento', 'foco', 'menos', 'ansiedade']",alguém focado reagiu fez provocar reação cuidado chama manipulação pessoa tanta consciência ações vai surpreender tentar traçar limites vai culpar tentar explicar técnica chama inversão culpa onde manipulador ignora próprio comportamento Foca ato defender ataque mecanismo inconsciente auto proteção onde fundo pessoa tanto medo desconfiança sente prazer confirmar crença cabeça fundo falta autoconhecimento empatia pessoa manipulação manipulação sempre vai ter direito traçar limites pessoa reconheça comportamento foco menos ansiedade
se alguém está mais focado em como você reagiu do que no que ela fez para provocar sua reação cuidado e se chama manipulação essa pessoa não tem tanta consciência das ações dela e vai se surpreender se você tentar traçar seus limites ou vai te culpar se você tentar se explicar essa técnica se chama inversão de culpa onde o manipulador ignora o próprio comportamento e Foca no seu como se o seu ato de se defender fosse um ataque É um tanto mecanismo inconsciente de auto proteção onde no fundo a pessoa tem tanto medo e desconfiança que ela sente um prazer a confirmar essa crença dela na cabeça no fundo é uma falta de autoconhecimento e de empatia da pessoa mas manipulação e manipulação você sempre vai ter o direito de traçar os seus limites por mais que a pessoa não reconheça o comportamento dela mas foco menos ansiedade,5,synonym_replacement,"['se', 'alguém', 'está', 'mais', 'focado', 'em', 'como', 'você', 'reagiu', 'do', 'que', 'no', 'que', 'ela', 'fez', 'para', 'provocar', 'sua', 'reação', 'cuidado', 'e', 'se', 'chama', 'manipulação', 'essa', 'pessoa', 'não', 'tem', 'tanta', 'consciência', 'das', 'ações', 'dela', 'e', 'vai', 'se', 'surpreender', 'se', 'você', 'tentar', 'traçar', 'seus', 'limites', 'ou', 'vai', 'te', 'culpar', 'se', 'você', 'tentar', 'se', 'explicar', 'essa', 'técnica', 'se', 'chama', 'inversão', 'de', 'culpa', 'onde', 'o', 'manipulador', 'ignora', 'o', 'próprio', 'comportamento', 'e', 'Foca', 'no', 'seu', 'como', 'se', 'o', 'seu', 'ato', 'de', 'se', 'defender', 'fosse', 'um', 'ataque', 'É', 'um', 'tanto', 'mecanismo', 'inconsciente', 'de', 'auto', 'proteção', 'onde', 'no', 'fundo', 'a', 'pessoa', 'tem', 'tanto', 'medo', 'e', 'desconfiança', 'que', 'ela', 'sente', 'um', 'prazer', 'a', 'confirmar', 'essa', 'crença', 'dela', 'na', 'cabeça', 'no', 'fundo', 'é', 'uma', 'falta', 'de', 'autoconhecimento', 'e', 'de', 'empatia', 'da', 'pessoa', 'mas', 'manipulação', 'e', 'manipulação', 'você', 'sempre', 'vai', 'ter', 'o', 'direito', 'de', 'traçar', 'os', 'seus', 'limites', 'por', 'mais', 'que', 'a', 'pessoa', 'não', 'reconheça', 'o', 'comportamento', 'dela', 'mas', 'foco', 'menos', 'ansiedade']","['alguém', 'focado', 'reagiu', 'fez', 'provocar', 'reação', 'cuidado', 'chama', 'manipulação', 'pessoa', 'tanta', 'consciência', 'ações', 'vai', 'surpreender', 'tentar', 'traçar', 'limites', 'vai', 'culpar', 'tentar', 'explicar', 'técnica', 'chama', 'inversão', 'culpa', 'onde', 'manipulador', 'ignora', 'próprio', 'comportamento', 'Foca', 'ato', 'defender', 'ataque', 'tanto', 'mecanismo', 'inconsciente', 'auto', 'proteção', 'onde', 'fundo', 'pessoa', 'tanto', 'medo', 'desconfiança', 'sente', 'prazer', 'confirmar', 'crença', 'cabeça', 'fundo', 'falta', 'autoconhecimento', 'empatia', 'pessoa', 'manipulação', 'manipulação', 'sempre', 'vai', 'ter', 'direito', 'traçar', 'limites', 'pessoa', 'reconheça', 'comportamento', 'foco', 'menos', 'ansiedade']",alguém focado reagiu fez provocar reação cuidado chama manipulação pessoa tanta consciência ações vai surpreender tentar traçar limites vai culpar tentar explicar técnica chama inversão culpa onde manipulador ignora próprio comportamento Foca ato defender ataque tanto mecanismo inconsciente auto proteção onde fundo pessoa tanto medo desconfiança sente prazer confirmar crença cabeça fundo falta autoconhecimento empatia pessoa manipulação manipulação sempre vai ter direito traçar limites pessoa reconheça comportamento foco menos ansiedade
se alguém está mais focado em como você reagiu do que no que ela fez para provocar sua reação cuidado e se chama manipulação essa pessoa não tem tanta consciência das ações dela e vai se surpreender se você tentar traçar seus limites ou vai te culpar se você tentar se explicar essa técnica se chama inversão de culpa onde o manipulador ignora o próprio comportamento e Foca no seu como se o seu ato de se defender fosse um ataque É um mecanismo inconsciente de auto proteção onde no fundo a pessoa tem tanto medo e desconfiança que ela sente um prazer a confirmar essa crença dela na cabeça no fundo é uma falta de autoconhecimento e de empatia da pessoa mas manipulação e manipulação você sempre vai ter o direito de próprio traçar os seus limites por mais que a pessoa não reconheça o comportamento dela mas foco menos ansiedade,5,random_insertion,"['se', 'alguém', 'está', 'mais', 'focado', 'em', 'como', 'você', 'reagiu', 'do', 'que', 'no', 'que', 'ela', 'fez', 'para', 'provocar', 'sua', 'reação', 'cuidado', 'e', 'se', 'chama', 'manipulação', 'essa', 'pessoa', 'não', 'tem', 'tanta', 'consciência', 'das', 'ações', 'dela', 'e', 'vai', 'se', 'surpreender', 'se', 'você', 'tentar', 'traçar', 'seus', 'limites', 'ou', 'vai', 'te', 'culpar', 'se', 'você', 'tentar', 'se', 'explicar', 'essa', 'técnica', 'se', 'chama', 'inversão', 'de', 'culpa', 'onde', 'o', 'manipulador', 'ignora', 'o', 'próprio', 'comportamento', 'e', 'Foca', 'no', 'seu', 'como', 'se', 'o', 'seu', 'ato', 'de', 'se', 'defender', 'fosse', 'um', 'ataque', 'É', 'um', 'mecanismo', 'inconsciente', 'de', 'auto', 'proteção', 'onde', 'no', 'fundo', 'a', 'pessoa', 'tem', 'tanto', 'medo', 'e', 'desconfiança', 'que', 'ela', 'sente', 'um', 'prazer', 'a', 'confirmar', 'essa', 'crença', 'dela', 'na', 'cabeça', 'no', 'fundo', 'é', 'uma', 'falta', 'de', 'autoconhecimento', 'e', 'de', 'empatia', 'da', 'pessoa', 'mas', 'manipulação', 'e', 'manipulação', 'você', 'sempre', 'vai', 'ter', 'o', 'direito', 'de', 'próprio', 'traçar', 'os', 'seus', 'limites', 'por', 'mais', 'que', 'a', 'pessoa', 'não', 'reconheça', 'o', 'comportamento', 'dela', 'mas', 'foco', 'menos', 'ansiedade']","['alguém', 'focado', 'reagiu', 'fez', 'provocar', 'reação', 'cuidado', 'chama', 'manipulação', 'pessoa', 'tanta', 'consciência', 'ações', 'vai', 'surpreender', 'tentar', 'traçar', 'limites', 'vai', 'culpar', 'tentar', 'explicar', 'técnica', 'chama', 'inversão', 'culpa', 'onde', 'manipulador', 'ignora', 'próprio', 'comportamento', 'Foca', 'ato', 'defender', 'ataque', 'mecanismo', 'inconsciente', 'auto', 'proteção', 'onde', 'fundo', 'pessoa', 'tanto', 'medo', 'desconfiança', 'sente', 'prazer', 'confirmar', 'crença', 'cabeça', 'fundo', 'falta', 'autoconhecimento', 'empatia', 'pessoa', 'manipulação', 'manipulação', 'sempre', 'vai', 'ter', 'direito', 'próprio', 'traçar', 'limites', 'pessoa', 'reconheça', 'comportamento', 'foco', 'menos', 'ansiedade']",alguém focado reagiu fez provocar reação cuidado chama manipulação pessoa tanta consciência ações vai surpreender tentar traçar limites vai culpar tentar explicar técnica chama inversão culpa onde manipulador ignora próprio comportamento Foca ato defender ataque mecanismo inconsciente auto proteção onde fundo pessoa tanto medo desconfiança sente prazer confirmar crença cabeça fundo falta autoconhecimento empatia pessoa manipulação manipulação sempre vai ter direito próprio traçar limites pessoa reconheça comportamento foco menos ansiedade
se alguém está mais focado em como você reagiu do que no que ela fez para provocar sua reação cuidado e se chama manipulação essa pessoa não tem tanta consciência das ações dela e vai se surpreender se você tentar traçar seus limites ou vai te culpar se você tentar se explicar essa técnica se chama inversão empatia culpa onde o manipulador ignora o próprio comportamento e Foca no seu como se o seu ato de se defender fosse um ataque É um mecanismo inconsciente de auto proteção onde no fundo a pessoa tem tanto medo e desconfiança que ela sente um prazer a confirmar essa crença dela na cabeça no fundo é uma falta de autoconhecimento e de de da pessoa mas manipulação e manipulação você sempre vai ter o direito de traçar os seus limites por mais que a pessoa não reconheça o comportamento dela mas foco menos ansiedade,5,random_swap,"['se', 'alguém', 'está', 'mais', 'focado', 'em', 'como', 'você', 'reagiu', 'do', 'que', 'no', 'que', 'ela', 'fez', 'para', 'provocar', 'sua', 'reação', 'cuidado', 'e', 'se', 'chama', 'manipulação', 'essa', 'pessoa', 'não', 'tem', 'tanta', 'consciência', 'das', 'ações', 'dela', 'e', 'vai', 'se', 'surpreender', 'se', 'você', 'tentar', 'traçar', 'seus', 'limites', 'ou', 'vai', 'te', 'culpar', 'se', 'você', 'tentar', 'se', 'explicar', 'essa', 'técnica', 'se', 'chama', 'inversão', 'empatia', 'culpa', 'onde', 'o', 'manipulador', 'ignora', 'o', 'próprio', 'comportamento', 'e', 'Foca', 'no', 'seu', 'como', 'se', 'o', 'seu', 'ato', 'de', 'se', 'defender', 'fosse', 'um', 'ataque', 'É', 'um', 'mecanismo', 'inconsciente', 'de', 'auto', 'proteção', 'onde', 'no', 'fundo', 'a', 'pessoa', 'tem', 'tanto', 'medo', 'e', 'desconfiança', 'que', 'ela', 'sente', 'um', 'prazer', 'a', 'confirmar', 'essa', 'crença', 'dela', 'na', 'cabeça', 'no', 'fundo', 'é', 'uma', 'falta', 'de', 'autoconhecimento', 'e', 'de', 'de', 'da', 'pessoa', 'mas', 'manipulação', 'e', 'manipulação', 'você', 'sempre', 'vai', 'ter', 'o', 'direito', 'de', 'traçar', 'os', 'seus', 'limites', 'por', 'mais', 'que', 'a', 'pessoa', 'não', 'reconheça', 'o', 'comportamento', 'dela', 'mas', 'foco', 'menos', 'ansiedade']","['alguém', 'focado', 'reagiu', 'fez', 'provocar', 'reação', 'cuidado', 'chama', 'manipulação', 'pessoa', 'tanta', 'consciência', 'ações', 'vai', 'surpreender', 'tentar', 'traçar', 'limites', 'vai', 'culpar', 'tentar', 'explicar', 'técnica', 'chama', 'inversão', 'empatia', 'culpa', 'onde', 'manipulador', 'ignora', 'próprio', 'comportamento', 'Foca', 'ato', 'defender', 'ataque', 'mecanismo', 'inconsciente', 'auto', 'proteção', 'onde', 'fundo', 'pessoa', 'tanto', 'medo', 'desconfiança', 'sente', 'prazer', 'confirmar', 'crença', 'cabeça', 'fundo', 'falta', 'autoconhecimento', 'pessoa', 'manipulação', 'manipulação', 'sempre', 'vai', 'ter', 'direito', 'traçar', 'limites', 'pessoa', 'reconheça', 'comportamento', 'foco', 'menos', 'ansiedade']",alguém focado reagiu fez provocar reação cuidado chama manipulação pessoa tanta consciência ações vai surpreender tentar traçar limites vai culpar tentar explicar técnica chama inversão empatia culpa onde manipulador ignora próprio comportamento Foca ato defender ataque mecanismo inconsciente auto proteção onde fundo pessoa tanto medo desconfiança sente prazer confirmar crença cabeça fundo falta autoconhecimento pessoa manipulação manipulação sempre vai ter direito traçar limites pessoa reconheça comportamento foco menos ansiedade
se alguém está mais focado em como você reagiu do que que ela fez provocar sua reação e se manipulação essa pessoa tem tanta consciência das ações dela e vai se surpreender se você tentar traçar seus limites ou vai culpar se você tentar se explicar essa técnica se chama de culpa onde o manipulador ignora o próprio e Foca no seu como se o seu ato se defender fosse um ataque É um mecanismo inconsciente de auto onde no fundo a tem medo e desconfiança que ela sente um prazer a confirmar essa na cabeça no fundo é falta de autoconhecimento e de empatia da pessoa mas manipulação e manipulação você sempre vai ter o direito de traçar os limites por mais que a pessoa não reconheça comportamento mas foco menos ansiedade,5,random_deletion,"['se', 'alguém', 'está', 'mais', 'focado', 'em', 'como', 'você', 'reagiu', 'do', 'que', 'que', 'ela', 'fez', 'provocar', 'sua', 'reação', 'e', 'se', 'manipulação', 'essa', 'pessoa', 'tem', 'tanta', 'consciência', 'das', 'ações', 'dela', 'e', 'vai', 'se', 'surpreender', 'se', 'você', 'tentar', 'traçar', 'seus', 'limites', 'ou', 'vai', 'culpar', 'se', 'você', 'tentar', 'se', 'explicar', 'essa', 'técnica', 'se', 'chama', 'de', 'culpa', 'onde', 'o', 'manipulador', 'ignora', 'o', 'próprio', 'e', 'Foca', 'no', 'seu', 'como', 'se', 'o', 'seu', 'ato', 'se', 'defender', 'fosse', 'um', 'ataque', 'É', 'um', 'mecanismo', 'inconsciente', 'de', 'auto', 'onde', 'no', 'fundo', 'a', 'tem', 'medo', 'e', 'desconfiança', 'que', 'ela', 'sente', 'um', 'prazer', 'a', 'confirmar', 'essa', 'na', 'cabeça', 'no', 'fundo', 'é', 'falta', 'de', 'autoconhecimento', 'e', 'de', 'empatia', 'da', 'pessoa', 'mas', 'manipulação', 'e', 'manipulação', 'você', 'sempre', 'vai', 'ter', 'o', 'direito', 'de', 'traçar', 'os', 'limites', 'por', 'mais', 'que', 'a', 'pessoa', 'não', 'reconheça', 'comportamento', 'mas', 'foco', 'menos', 'ansiedade']","['alguém', 'focado', 'reagiu', 'fez', 'provocar', 'reação', 'manipulação', 'pessoa', 'tanta', 'consciência', 'ações', 'vai', 'surpreender', 'tentar', 'traçar', 'limites', 'vai', 'culpar', 'tentar', 'explicar', 'técnica', 'chama', 'culpa', 'onde', 'manipulador', 'ignora', 'próprio', 'Foca', 'ato', 'defender', 'ataque', 'mecanismo', 'inconsciente', 'auto', 'onde', 'fundo', 'medo', 'desconfiança', 'sente', 'prazer', 'confirmar', 'cabeça', 'fundo', 'falta', 'autoconhecimento', 'empatia', 'pessoa', 'manipulação', 'manipulação', 'sempre', 'vai', 'ter', 'direito', 'traçar', 'limites', 'pessoa', 'reconheça', 'comportamento', 'foco', 'menos', 'ansiedade']",alguém focado reagiu fez provocar reação manipulação pessoa tanta consciência ações vai surpreender tentar traçar limites vai culpar tentar explicar técnica chama culpa onde manipulador ignora próprio Foca ato defender ataque mecanismo inconsciente auto onde fundo medo desconfiança sente prazer confirmar cabeça fundo falta autoconhecimento empatia pessoa manipulação manipulação sempre vai ter direito traçar limites pessoa reconheça comportamento foco menos ansiedade
se você conquistou trabalhando depressão ansiedade dor no corpo e raiva,5,original,"['se', 'você', 'conquistou', 'trabalhando', 'depressão', 'ansiedade', 'dor', 'no', 'corpo', 'e', 'raiva']","['conquistou', 'trabalhando', 'depressão', 'ansiedade', 'dor', 'corpo', 'raiva']",conquistou trabalhando depressão ansiedade dor corpo raiva
se você conquistou trabalhando depressão ansiedade dor no corpo e cólera,5,synonym_replacement,"['se', 'você', 'conquistou', 'trabalhando', 'depressão', 'ansiedade', 'dor', 'no', 'corpo', 'e', 'cólera']","['conquistou', 'trabalhando', 'depressão', 'ansiedade', 'dor', 'corpo', 'cólera']",conquistou trabalhando depressão ansiedade dor corpo cólera
se você conquistou trabalhando depressão ansiedade dor no corpo e raiva depressão,5,random_insertion,"['se', 'você', 'conquistou', 'trabalhando', 'depressão', 'ansiedade', 'dor', 'no', 'corpo', 'e', 'raiva', 'depressão']","['conquistou', 'trabalhando', 'depressão', 'ansiedade', 'dor', 'corpo', 'raiva', 'depressão']",conquistou trabalhando depressão ansiedade dor corpo raiva depressão
corpo você conquistou trabalhando depressão ansiedade dor no se e raiva,5,random_swap,"['corpo', 'você', 'conquistou', 'trabalhando', 'depressão', 'ansiedade', 'dor', 'no', 'se', 'e', 'raiva']","['corpo', 'conquistou', 'trabalhando', 'depressão', 'ansiedade', 'dor', 'raiva']",corpo conquistou trabalhando depressão ansiedade dor raiva
se você conquistou depressão ansiedade dor no e,5,random_deletion,"['se', 'você', 'conquistou', 'depressão', 'ansiedade', 'dor', 'no', 'e']","['conquistou', 'depressão', 'ansiedade', 'dor']",conquistou depressão ansiedade dor
