ID,Transcription,Tag,Link,Platform,Views,Classificação 
24,My name is love and i just never house me Doctor Any Thank 99 para,TDAH,https://www.instagram.com/reel/Cf-Bg2Ssfc0/?igsh=MXJ1dHU1ZXBqNmF6dA==,Instagram,889235,espanhol 
26,pinscher aí não é desenho Nike 2 cinema homem no celular Samsung,TDAH,https://www.instagram.com/reel/CxEJZpxJ1da/?igsh=MTBwaGJ6azFwcHBvcQ==,Instagram,458300,ÚTIL 
29,são as 15 principais sintomas do TDH em adultos hoje é muito simples os principais sintomas são 15 dos TDAH em adultos vamos lá desvia facilmente atenção isso é muito característico por quê Porque o TDAH ele tem excesso de pensamento excesso de Emoções Então esse excesso de pensamento acaba fazendo uma grande confusão na cabeça e ele às vezes tá conversando e se distrai com alguma coisa É como se a mente de um TDAH fosse um satélite uma antena parabólica um satélite rodando e captando todos os estímulos ao redor por isso é tão difícil para ele manter o foco por exemplo numa conversa é Desastrado desorganizado derruba objetos esquece compromissos também por excesso de informação Às vezes o TDH tá fazendo uma coisa passando de um lado para o outro mas ele tá pensando em outra coisa então ele derruba a cadeira ele derruba o prato ele derrubou suco porque ele tá sempre infectado em algum pensamento importante que a gente entenda que o TDAH ele tem excesso de pensamentos por exemplo o borderline já tem excesso de Emoções então um pouquinho diferente em geral borderline não é Desastrado o TDH em geral é Desastrado então ele esquece chave ele esquece coisas importantes porque ele faz tudo no automático ele tá com,TDAH,https://www.instagram.com/reel/C-EEw2wRq_V/?igsh=MTczZDBpYnhjOTU3cg==,Instagram,346091,ENGANOSO 
30,assim é o verdadeiro TDAH que ninguém te fala se sente preocupado com coisas que precisa fazer e se culpa por coisas que deixou de fazer sempre frustrado e se sentindo um lixo não consegue relaxar nem mesmo nos horários de descanso e lazer se sente sempre cansado indisposto e constantemente sobrecarregado no seu dia tem muita dificuldade para levantar da cama sente o peso do mundo nas costas sente um esgotamento mental gigante e não importa o quanto durma está sempre esgotado está sempre abandonado projetos metas e sonhos não consegue finalizar nada que começa de início se sente entusiasmado e motivado mas conforme o tempo se sente Sem interesse frustrado,TDAH,https://www.instagram.com/reel/CkHOiriJkMr/?igsh=ZjhuMmliOXEzYTlx,Instagram,395554,NÃO INCLUÍDO 
31,Então quer dizer que ou você não come nada ou você come demais ou você faz 20 coisas ao mesmo tempo ou não faz nenhuma isso mesmo ou você fala para caramba ou não fala absolutamente nada ou você não se importa com nada ou você se importa demasiadamente em tudo então ou você não dorme Ou você dorme até demais e você ou tem a maior autoconfiança do mundo ou você se detesta Ué não é assim todo mundo não e você ou vai postar esse vídeo agora ou vai jogar fora e fazer outra coisa exatamente,TDAH,"https://www.instagram.com/reel/CkHOiriJkMr/?igsh=ZjhuMmliOXEzYTlx 
",Instagram,943300,EXPERIÊNCIA PESSOAL 
34,Quais são as dificuldades se relacionar com TDH e esse vídeo é para vocês neurotípicos primeira dificuldade com certeza lidar com as fixações com os hypes do TDH a gente tem uma intensidade muito forte em assuntos a gente tem uma intensidade muito forte em planejamento de médio a longo prazo geralmente Imaginário é aquela sensação que você nunca sabe que a gente quer cada hora é uma coisa diferente aí é difícil acompanhar né a segunda dificuldade que você vai ter são com as frustrações se ele se frustrar Possivelmente ele pode ter fortes oscilações de humor logo via desilusão profissional das suas ideias que leva para o terceiro ponto de dificuldade que nós TDH somos extremamente esquecidos ou muitas vezes a gente se faz de esquecido Sim podemos esquecer a sua filha na escola podemos esquecer de pagar alguns boletos Ou aquelas compras do mercado quarto ponto de dificuldade é que nós TDH somos extremamente indeciso a gente não lida muito bem com escolhas então Em alguns momentos a resposta mais comum de escutar é ah tanto faz você que sabe a indecisa ela pode inclusive te irritar parece que algumas vezes nós somos até incoerente que ponto de encontro é gastar demais talvez a gente fale para você que precisamos economizar talvez a gente construa uma retórica porque assim a situação está difícil mas no fim de semana pode ser que o mesmo fora gastar uma paulada no restaurante Mas de qualquer forma problemas acontecem em qualquer relacionamento comete aqui embaixo se você quer que eu faça um novo vídeo falando sobre as vantagens de se relacionar com TDH Quem sabe você se Surpreenda tá bom tchau,TDAH,https://www.instagram.com/reel/C7hXT6ru3fb/?igsh=ZTRjeW43MDNhc3Fj,Instagram,500778,ÚTIL 
35,Rodrigo viaja vai abrir o cabelo Você é doida é menina,TDAH,https://www.instagram.com/reel/C7kIBdfx6nP/?igsh=MTMzdWFhd3YwZThkdA==,Instagram,6332336,EXPERIÊNCIA PESSOAL 
37,eu vou começar a me arrumar agora a Adriele Mas o negócio é 8:30 então você tem que passar se arrumar o quê umas 7 horas amor entende uma coisa eu não pego mais moto eu caí de moto você acha que eu vou voltar o meu vômito não vou não bem é porque eu me entendo como pessoa TDAH eu tenho problemas com horário e eu não quero atrasar empatar a vida de ninguém porque de empatar a vida já basta a hora de se arrumar é agora vamos lá,TDAH,https://www.instagram.com/reel/C7xCQ95xlh0/?igsh=ejNzbGU2NHB3YzE=,Instagram,156480,EXPERIÊNCIA PESSOAL 
38,eu tenho transtorno de Déficit atenção hiperatividade o famoso TDH e para mim é comum acontecer coisas do tipo número 4 Deixe Estar gravando um vídeo de repente entendeu o gato na flor normal louca ou até mesmo planejar com as minhas amigas a viagem internacional mais esperada e simplesmente na hora do embarque esqueceu o mais importante o passaporte número 3 passear nos pensamentos no meio-dia eu converso com tanto delegada amiga você não vai acreditar gente será que eu desliguei o fogão Preciso comprar ração depois que eu sair daqui mano pegar até eu tenho um cachorro Ela é beiçuda Será que eu tô apaixonada Imagina ela pensa será que eu entro de terno e ela de vestido imagina o casal de gêmeos com os bens mantendo a nossa família passeando no centro ao parque naquela bike de quatro bancos Mas eu sou é doce o quê amiga eu acabei de terminar com ele entrar em performance pode ir para Brasília de ônibus em uma parada o motorista disse que eu só tinha 15 minutos de ir no banheiro tomar um cafezinho dele que parecia até uma delícia mas Tadinho do bichinho na hora que eu olhei para o lado Cadê meu ônibus um ônibus me deixou na parada viagem e ainda para finalizar,TDAH,https://www.instagram.com/reel/C7E0z2vxv-x/?igsh=MWthbmMzZXlyOXk5bA==,Instagram,887162,EXPERIÊNCIA PESSOAL 
39,gente olha a capa nova que eu comprei para o meu celular agora cadê ele tchau,TDAH,https://www.instagram.com/reel/C7FQs8pP8hI/?igsh=MW0xaTQyN28zdGt1OQ==,Instagram,841421,NÃO INCLUÍDO 
40,boias de martelo e em trailer para um cérebro neuro Your Hand em todas suas variantes t ou com supostos especiais que você não consegue entrar 50 nomes Cachoeira quero que escute essa operou para isso nessa situação vídeo aquele qual vocês e que tem várias substâncias para mim ter que experimentar algumas pessoas muito inteligentes e a orar Simplesmente acontece,TDAH,https://www.instagram.com/reel/C7RSwiGtpAx/?igsh=cXg1d24ybmM3NjA2,Instagram,808303,espanhol
48,eu tô indo na praia apaga tá feia tá,TDAH,https://www.instagram.com/reel/C8CjIcFOsOG/?igsh=M2xibWJtaW95bzBo,Instagram,936388,NÃO INCLUÍDO 
52,eu sou mãe de dois adolescentes autistas e no último vídeo mostrei a diferença de um autista com TDAH para um autista sente IDH Mesmo ele sendo diferente porque o autismo se trata de um espectro Ainda tem as comorbidades O Alexandre é um autista com TDH e epilepsia E as comorbidades da naara ainda estamos investigando mas claramente ela não tem TDH e hoje eu quero compartilhar com vocês o fato da gente sair para um evento muito raro que é uma festa na verdade essa festa era bem íntima apenas 10 pessoas mesmo assim tinham muitos estímulos eu gostaria que vocês percebessem mais diferenças entre os meus dois filhos adolescentes autistas para começar ainda bem que tinha pão de alho porque na área não gosta muito de carne e ela tem muita seletividade alimentar mas o pãozinho deixou ela feliz se bem que os docinhos Possivelmente gera motivação maior deles estarem na festa que pessoas autistas não tem energia para ficar numa festa toda na área por exemplo já estava sobrecarregada sei lá com menos de uma hora a sobrecarga da área é muito mais perceptível porque ela não tem TDH logo a hiperatividade não camufla a sua sobrecarga já o Alexandre tem muita hiperatividade então ele não para E aí junto aí pela atividade dele com a impulsividade dele e ele acaba fazendo coisas digamos assim que peculiar e eu sempre falo que é gritante a diferença do autista que tem TDH do autista que não tem TDH mas o que a gente não pode negar que eles têm em comum de fato são os sintomas do autismo a sobrecarga sensoriais por exemplo,TDAH,https://www.instagram.com/reel/C8myX8TJpPa/?igsh=MWdybGR5MTVrcDl0eg==,Instagram,678036,EXPERIÊNCIA PESSOAL
54,5 Manias que tenemos las personas neura Hands número Uno no sub,TDAH,https://www.instagram.com/reel/C8VgLihScuX/?igsh=Ymx2MXMyd3Jubjhx,Instagram,435548,espanhol 
57,se o filho autista o pai ou a mãe tem como identificar um autismo né porque todo mundo fala autista é só aquela que tem dificuldade de socialização mas tem por incrível que pareça tem muitos autistas que tenham uma uma boa capacidade de expressar que aquele bom vendedor que ele precisa se esforçar para fazer aquilo que você fala nossa é autista sim não é porque ele é artista que ele vai ficar isolado que ele não vai se socializar a gente tem que olhar muito o cenário ele tem alguns padrões é é uma inflexibilidade não gosta muito de mudanças ele tem um padrão um pouco mais com texturas de alimentos ou barulho sensibilidade por sensibilidade visual também muita luz às vezes eles acabam se incomodando enfim são alguns comportamentos que a gente observa que quando chega na fase adulta é aquela criança que às vezes falava era tímido,TDAH,https://www.instagram.com/reel/C95E7hxOY50/?igsh=MXRkajZhNHhzdzh2cA==,Instagram,3527832,NÃO INCLUÍDO 
59,filho põe um leite para mim pode deixar,TDAH,https://www.instagram.com/reel/C9am9BwPsjW/?igsh=cmRob2RrcnZmMDMx,Instagram,8013692,EXPERIÊNCIA PESSOAL  
61,eu vejo que muita gente hoje ah tá na moda tudo é TDH mas na verdade não é que é tudo é TDAH se o paciente realmente tiver o TDAH ele vai ter prejuízo como o esquecimentos será que é bom a pessoa esquecer um celular de r$ 10000 no aeroporto e lembrar dentro do avião como é que vai recuperar Será que ele vai conseguir é bom será se participar dentro de uma sala de aula Se não conseguir nem prestar atenção na aula ficar voando aí no outro dia você falou que que deu lá mesmo né tem que estudar dobrado E fora que você às vezes acaba cometendo erros por dias da atenção você tá trabalhando tem que preencher uma tabela aparente números errados então na minha opinião se é na moda ou não pouco relevante nesse momento a gente tem que saber com o transtorno ele é real e algumas pessoas também diagnóstico nós temos que tratar,TDAH,https://www.instagram.com/reel/C9gB5ohRHk-/?igsh=MTlnYWcweWNtYjh1NQ==,Instagram,136218,ÚTIL 
63,Nem toda mulher com TDH tem problemas com organização mas toda mulher com TDH já se sentiu sobrecarregada pela bagunça e falta de ordem Nem toda mulher com TDH fala sem parar mas toda mulher com TDH já se sentiu incompreendida por não conseguir se expressar da maneira que queria nem toda mulher com TDH foi diagnosticada na infância mas toda mulher com TDH já refletiu sobre como sua vida poderia ter sido diferente se tivesse recebido o diagnóstico mais cedo Nem toda mulher conta IDH e dificuldade de manter amizades mas toda mulher com TDH já se viu em conflitos por reações impulsivas que nem ela mesma compreendeu Nem toda mulher contra DH é imperativo mas toda mulher conta IDH já desejou que somente pudesse desacelerar e lhe dar um momento de paz Nem toda mulher contra DH compra de forma impulsiva mas toda mulher com TDH já agiu impulsivamente buscando alívio uma dose de dopamina com prazer momentâneo,TDAH,https://www.instagram.com/reel/C9LcbJ8vrlK/?igsh=ZWxuM3kxcmp0ejNq,Instagram,1173808,EXPERIÊNCIA PESSOAL  
64,e aí será que existe carro para quem tem TDH aqui a Ford Ranger te ajuda ó se você colocar o câmbio em D ou em ré esquecer que fez isso e abri a porta ao câmbio ele vai para pé sozinho tenho aqui não tem risco de você engatar a marcha e descer o carro porque simplesmente esqueceu,TDAH,https://www.instagram.com/reel/C9NBAkyq_OD/?igsh=MTFyOHM5anBuOGFtaA==,Instagram,837192,OUTRO 
65,tudo melhorou quando eu descobri que isso tem nome TDAH pessoas com esse transtorno não conseguem administrar o próprio tempo e é um processo doloroso porque a gente cresce ouvindo coisas você é estúpido Você é lento Você é preguiçoso às vezes essa repressão vende que a gente mais,TDAH,https://www.instagram.com/reel/C9neZj2yFq6/?igsh=MXhsbnF1bDd2Z3BmZw==,Instagram,4187950,NÃO INCLUÍDO 
68,e quando assim caminhou de repente tem a cabeça dele e de repente ter apaixonaram que aconteceu e aprendessem a tocar e apesar dessa sexta-feira ligou porque até parece ser porque teria ser então existia nesse antigo nesse momento está super animado contigo porque no Foi ele passou é a 8 assim porque não estou tomando sei lá uai porque tem essa tomada e essas coisas assim tanto mas uau ok,TDAH,https://www.instagram.com/reel/C9pkulGuile/?igsh=MXY1bDNucDBra25kZA==,Instagram,152760,espanhol 
69,Google a partir da hora o japonês ou na pegadinha pelas costas de caçar que aí aquele Lar Brasas mínimos,TDAH,https://www.instagram.com/reel/C9rcspKs6eO/?igsh=d3ZkbzFsb2x0ZzFn,Instagram,1086241,espanhol 
71,e chegando no lugar da gravação ali eu já percebi que o negócio é mais embaixo acho que foi uns 10 ou 15 minutos ele passando Esse dedinho no feed poderia intervir claro que poderia Mas resolvi testar a minha paciência eu imagino a escola de samba que é a mente dele estou numa situação Se correr o bicho pega se ficar o bicho come nessa hora eu preciso manter a calma que você faz a gente escolhe com quem vai casar mas não escolhe esses detalhes nós estamos adiantado para fazer esse trabalho por isso que eu não acelerei também estou bloqueado palavras,TDAH,https://www.instagram.com/reel/C9ulac_Rty-/?igsh=bTN2ZTE0empsenFy,Instagram,1124847,EXPERIÊNCIA PESSOAL 
72,o TDAH precisa de rotina mas infelizmente ele tem dificuldade em mantê-las já o autismo ama rotina e tem muita dificuldade com imprevistos o TDAH vive se distraindo até mesmo com seus pensamentos o autista ele pode até não estar te olhando ou Parecer distraído mas ainda assim ele consegue manter a atenção o TDAH pode ser muito comunicativo gostar de conversar e até falar coisas engraçadas de ao autista tem muitas dificuldades na comunicação e na interação social interessante né comentem muito que a gente faz a parte 2,TDAH,https://www.instagram.com/reel/C9vakNQxUMz/?igsh=dzJvM2pnbXYyenA1,Instagram,3553713,NÃO INCLUÍDO 
74,tudo melhorou quando eu descobri que isso tem nome TDAH pessoas com esse transtorno não conseguem administrar o próprio tempo e é um processo doloroso porque a gente cresce ouvindo coisas você é estúpido você é vento Você é preguiçoso às vezes essa repressão vende que a gente mais ama e quem saiba mais e faço teste rápido e descubra se você precisa do desafio TDH,TDAH,https://www.instagram.com/reel/C9Xfzy7ByEt/?igsh=MXJuOG4zbGFwdGR5cQ==,Instagram,705412,NÃO INCLUÍDO 
75,TDAH Transtorno do Déficit de Atenção você sabia que esse nome tá errado pois é um paciente com TDH ele não tem déficit de atenção e a sua hiperatividade é simplesmente uma forma de auto-controle quem tem TDH tem uma alteração cerebral não córtex frontal onde a dopamina Não age da mesma forma e há uma dificuldade de manter a atenção em coisas que não são Teoricamente interessantes para aquela pessoa e a sua atenção ela não é menor é maior então ela está prestando atenção em você mas ela escutou o passarinho o carro ventilador a atenção dela é muito grande isso faz com que ela desfoque do que ela deveria focar se isso não é algo que ela gosta muito porque se algo que ela gosta muito esse link da dopamina começa a processar de tal forma que ela fica focada e você Mãe chama seu filho várias vezes várias vezes ele não responde você fala e depois ele não lembra porque ele estava hiper foco Não é malcriação e sabe aquela geração então é uma forma de auto regular a sua agitação interna quer conhecer um pouquinho mais sobre isso certo comigo,TDAH,https://www.instagram.com/reel/C9XpsEOOIHt/?igsh=Yjh4OTRnbzRweTdl,Instagram,881175,NÃO INCLUÍDO 
79,tenho certeza a gente pode pedir outra coisa também se quiser escolhe aí vocês tá tranquilo tá tudo bem sim eu tô bem dá um pedaço amigo quero não obrigado viu Pode ficar tranquilo Tem certeza Eu tô bem eu falei eu tô bem eu falei que eu tô bem amigo por que que ele tá assim você acha que ele tá bravo com a gente nem fez nada Eu também Nossa amigo você tá bravo com a gente eu falei para você que eu tô bem mano eu tô bem,TDAH,https://www.instagram.com/reel/C-BKEYBvjJr/?igsh=NTU0YnAwZWt6YjVx,Instagram,1049412,NÃO INCLUÍDO 
81,assim é o verdadeiro TDAH que ninguém te fala se sente preocupado com coisas que precisa fazer e se culpa por coisas que deixou de fazer sempre frustrado e se sentindo um lixo não consegue relaxar nem mesmo nos horários de descanso e lazer se sente sempre cansado indisposto e constantemente sobrecarregado no seu dia tem muita dificuldade para levantar da cama sente o peso do mundo nas costas sente um esgotamento mental gigante e não importa o quanto durma está sempre esgotado está sempre abandonado projetos metas e sonhos não consegue finalizar nada que começa de início se sente entusiasmado e motivado mas conforme o tempo se sente Sem interesse frustrado,TDAH,https://www.instagram.com/reel/C-EEw2wRq_V/?igsh=MTczZDBpYnhjOTU3cg==,Instagram,395554,NÃO INCLUÍDO 
82,situações que eu só passei por ser extremamente Valéria para quem não sabe eu tenho uma irmã que hoje está com 13 anos e também diferença de idade com ela é simplesmente 13 anos eu fazia ela de bebê reborn praticamente o tanto que vocês achar que é bom ter uma irmã mais nova é mil vezes mais e quando a minha irmã nasceu Tipo antes ela nasceu na gravidez da minha mãe tava começando esse lance de chá revelação não é tipo a grandiosidade que era que é hoje né tipo avião Cachoeira colorida mas já tinha um cházinho Revelação ali que era uma coisa meio gringa assim tipo tinha poucos mais tinha e a minha mãe foi dar luz a minha irmã tava eu e a minha irmã do Meio lá para receber e tudo e aí sempre ver uma pessoa para checar as documentações e tudo do bebê início eu e minha irmã a gente tava de acompanhante da minha mãe e aí entrou essa mulher no quarto né pegando as documentações e tudo e como minha mãe tava muito alegre e ela fez algumas perguntas básicas para gente no caso para mim que eu era mais velha aí ela virou e falou qual cor você acha que representa a sua irmã aí eu virei e falei Rosa poderia ser branca poderia ser amarela poderia ser parda poderia ser preta não ela era rosa porque na minha cabeça eu tava falando aí a mulher falou não a cor do bebê aí a minha irmã lilás Sara porque ela acordou ela decorada na decoração,TDAH,https://www.instagram.com/reel/C-F6hHrxlyV/?igsh=MWVpdWJucnRxdmVnbw==,Instagram,416454,NÃO INCLUÍDO 
83,tirar uma dúvida com a senhora aqui sempre no baldinho quanto é que tá o tomate r$ 3 isso é um cachorrinho é que coisa fofa quanto tempo tem ele três vezes Vai fazer três meses aí vem trabalhar com a tutora vai lá me diga o preço tomate acabei esquecendo r$ 3 vem Quantos mais ou menos a gente não conta não conta né pelo peso pelo peso não é quantidade quantidade Qual é o nome do pequeno ainda um abraço para Nayara melhor do que a gente cachorro é melhor que muito ser humano né com certeza ela tá aqui aproveitando para desabafar deixa eu concluir a informação ainda a relação em relação ao estudo que foi feito pela Superintendência Esse estudo indicou que o tempo de trabalho despendido por um trabalhador socialista para obter uma cesta básica senhoras e 3 minutos que equivale a 45% do valor líquido de um salário mínimo ou seja quase metade do salário mínimo comprometido para garantir o alimento na mesa,TDAH,https://www.instagram.com/reel/C-hsTQTuAdq/?igsh=MWdkaXMwOXJ0eDk3Yg==,Instagram,2830208,NÃO INCLUÍDO 
84,milenar passada de família para família Obrigado Que porra é essa meu irmão,TDAH,https://www.instagram.com/reel/C-K5m5FOzZw/?igsh=am5hc2gwMDd4OTV6,Instagram,2682857,NÃO INCLUÍDO 
86,My name is love and i just never house me Doctor Any Thank 99 para,TDAH,https://www.instagram.com/reel/C-nVzzRur5p/?igsh=cXUzNTVibzBsa241,Instagram,889236,NÃO INCLUÍDO 
88,a comemoração do do Milagre hein é a primeira vez que ele faz algum tipo de manifestação desde que aqui chegou agora sim com certeza vai ter,TDAH,https://www.instagram.com/reel/C-QeeVQRxSH/?igsh=MWgzcjFvajJzeWN5dw==,Instagram,957871,NÃO INCLUÍDO 
91,como achar que nada tem porte de Goiânia senhora pegou porque queria saber hoje na capacidade de Despertar que está provocando um dólar insano um sofrimento porque porque esperamos pela escurecendo de uma maneira segundo onde está as crenças não está configurado e segurança nos demais e vamos incapazes de deixar pegar nós para saber porque ele gostou dessa época se não está importado sabe pegar metais tóxicos,TDAH,https://www.instagram.com/reel/C-TukKcxe2W/?igsh=ZGVmaWJyNmYwc2lo,Instagram,795711,NÃO INCLUÍDO 
0,testando o seu IDH Que cor é essa E essa aqui é um azul mais claro ou azul mais escuro azul mais escuro Agora eu quero que você olhe para o pêndulo e isso olha para o pêndulo agora olha para Ponta do meu nariz vai para Ponta do meu nariz certo agora olha para o pêndulo isso Olhe para o pêndulo agora olha para a ponta do meu nariz olha para o ponto do nariz olho para o pêndulo Olhe para o Pedro Olhe para o Pelo certo olho para o pêndulo Agora eu quero que você olhe para o pirulito colorido Fale para o pirulito colorido isso qual cor que chama mais atenção nele Qual o amarelo o amarelo muito bem agora eu quero que você escolha uma cor azul vermelho e fica com o que você escolheu continua vendo a cor que você escolheu e Agora continua vendo a cor que você escolheu seguir a cor que você escolheu para cima para baixo olha pra esse coração e toda vez que eu falar o dedo você vai olhar para a ponta do meu nariz agora olha para o coração e aí você passa no teste eu fico todo perdido deixa aqui nos comentários,TDAH,https://vm.tiktok.com/ZMS2MnqmU/,,517.000,ENGANOSO
