ID,Transcription,Tag,Link,Platform,Views,Classificação
11,Imagina você capotar de carro e ficar preso por horas com dor e medo até de salvar Agora imagina que você sempre sempre que você pensa naquele dia ouvir um carro parecido você entra num estado em que você consegue reviver tudo que aconteceu naquele momento pesado né não Só Lembrança tá ligado mas você consegue sentir a mesma dor mesmo desespero daquele momento o mesmo medo também tá ligado como se estivesse lá de novo esse é o transtorno do estresse pós-traumático o bagulho louco pesado o tipo de transtorno de ansiedade muito comum em 20% das pessoas que passam passaram vão passar por experiências traumáticas meus crias o t p t é um transtorno que tem como base os sintomas físicos e psicológicos que são revividos sempre que a pessoa sofre dessa condição cara sabe que ela pensa naquele acontecimento tá ligado dentre os sintomas de reviver a situação surge em várias paradas tremores enjoo e dificuldade de dormir descontrole emocional a pessoa se perde entendeu e até mesmo uma recusa de confiar ou acreditar em outras pessoas tá ligado esse transtorno meu irmão ele pode se desenvolver por vários motivos como assalto uma agressão um abuso sexual tortura acidente guerra Cartaxo foi pior estando ou não nessa situação às vezes tá ligado só o fato de você ter visto algo pode te levar e desenvolver essa merda é um transtorno parceiro que muitas vezes tá ligado demora um tempo para se desenvolver após aconteceu o acidente ali em média as pessoas esperam ali dois anos para procurar ajuda a parada começa a rolar é por isso que a gente tá falando isso aqui tá ligado a vida é foda a realidade a massa amassa os cria parceira a gente quer ser feliz e se você sente tudo isso que eu falei procura ajuda psicológica imediatamente meu parceiro porque sentir essa experiência física e psicológica Toda vez que você pensa toda vez que alguma coisa te transforma ali Dói pra caralho meu parceiro Dói pra caralho eu não consigo nem imaginar meus crias o tratamento geralmente é feito com ajuda psicológica psiquiátrica que também vai utilizar alguns medicamentos entendeu você ajuda meu irmão você,TEPT,https://www.instagram.com/reel/Csza0JTrS1Q/?igsh=MXNpcG1sOWZsN3lvOQ==,Instagram,71933,ÚTIL
12,ele é único que me cura letras gordas esse sistema eles três fouet e o Paraná da energia para pôr em percorrer para quando olhar a água aí vira um leão torcida também tem carro que assim unhas e ele aproveita eles três e ela prometeu elas três tem mais correndo correndo correndo correndo Parabéns carboidratos do Corona visita aumentado mas isto como é mesmo porém essas coisas porque eles três ele tá aí tio Paraná até alergia Paraná,TEPT,https://www.instagram.com/reel/C6q_ERtAwHS/?igsh=ZGsyNzg0aHBhamlt,Instagram,507410,Espanhol
13,vai Como olhar os alunos vão entrar no site Ele é preto e morreu lateral piá,TEPT,https://www.instagram.com/reel/DBXOfiHvzyh/?igsh=dzMwNnYwem03ajR2,Instagram,249208,Espanhol
14,Eu sou Daniele psicóloga e hoje eu vou conversar um pouquinho com vocês sobre como a psicoterapia pode ajudar você lidar com ansiedade ansiedade é uma resposta natural ao estresse mas quando se torna excessiva podem interferir na vida diária a psicologia oferece em diversas abordagens tratar da ansiedade que ajuda a identificar e mudar padrões de pensamentos negativos algumas técnicas também são utilizadas para reduzir sintomas buscar ajuda profissional é essencial para gerenciar a ansiedade de forma eficaz e melhorar a qualidade de vida não hesite em procurar um psicólogo se você está enfrentando ansiedade cuidar da sua saúde mental é fundamental até mais,TEPT,https://www.instagram.com/reel/C8ou0GDO0AT/?igsh=eTY0Z291YTZldmRo,Instagram,62698,OUTRA
15,corpo e mente em Alerta os transtornos de ansiedade e seus impactos no dia a dia olá bem-vindo bem-vindo ao nosso podcast onde exploramos temas essenciais para o bem-estar emocional o texto deste Episódio é de autoria do médico psiquiatra Ciro o máximo com narrações feitas por locutores gerados por Inteligência Artificial Hoje vamos falar sobre transtornos de ansiedade um tema que impacta a vida de muitas pessoas,TEPT,https://www.instagram.com/reel/C-lH1yythXJ/?igsh=cHFvdjFzYWJueW90,Instagram,54390,OUTRA
16,Edifício único simplesmente parcial ali movimento lateralizado dos olhos quando se caminha corre ou anda de bike diminui a atividade da amígdala região do cérebro responsável por medo ansiedade e tal atividade é amídala passa a secretar menos noradrenalina me surge uma janela de oportunidade para você reprocessar memórias carregadas de uma forma mais leve e saudável mecanismo da fase do Sono de movimento rápido dos olhos quando a gente sonha e a mais terapia tão benéfico que tem uma terapia na psicologia onde os terapeutas induzem um movimento lateral dos olhos do paciente enquanto abordam memórias difíceis como forma de tratar depressão ansiedade e principalmente stress pode trampar ou bike na academia não tem esse benefício porque a gente mantém o foco visual numa tela ou na parede qualquer exercício de passeio ao ar livre durante eles Experimenta acessar questões internas ou memórias estão te incomodando,TEPT,https://www.instagram.com/reel/CkGWiQdjPLm/?igsh=MXF2YnkxNmZwd2hwag==,Instagram,488095,ENGANOSO
17,demais a Fagner entra aí direto aparece,TEPT,https://www.instagram.com/reel/CnVnLrsr5Rx/?igsh=ajBjZWpxbG9oang=,Instagram,1306832,Inglês
18,What is for what my dear Instagram Instagram,TEPT,https://www.instagram.com/reel/DJMv5ENO8dS/?igsh=MWFpM2xtb2dtZWhrdg==,Instagram,541211,Inglês
19,sambares mostre a maioria estria my princess for mamãe passa as princesas Campinas,TEPT,https://www.instagram.com/reel/DJkcGKsAebe/?igsh=eWl3NHRmZTZidXpj,Instagram,373722,Inglês
20,Pinterest the Experience by Cat crie Google Orlando Lounge Sky não quis home theater,TEPT,https://www.instagram.com/reel/DLClEP_Mp5k/?igsh=bGxzM2x1enVkcHZn,Instagram,120916,Inglês
21,BTS Day After Nossa 63 Lara people Davis 10 the Demons Forge For Love Run endereço ontem ontem sexta-feira,TEPT,https://www.instagram.com/reel/DIL9TpQO-xh/?igsh=YTJxOTVrbHk1aWEz,Instagram,88513,Inglês
4,quando alguém descobre uma traição é muito verdade que essa pessoa ela pode experimentar os mesmos sintomas do transtorno de estresse pós-traumático e aqui eu vou explicar para vocês um pouquinho como é que isso acontece a pessoa que passa por isso ela pode ter Muita ansiedade pessoa ela pode experimentar os flashbacks nada mais são do que aquelas imagens mentais que vem na cabeça fazendo com que tu te lembra o tempo todo do trauma né então esse daqui um pouco tu não sabe direito o que aconteceu tu pode começar a fantasiar questões relacionadas a traição que vão te levar esse gatilho mental aí de ansiedade além da ansiedade dos flashbacks vem a sensação de insegurança de desproteção Ou seja eu não estou mais segura dentro desse relacionamento aí a meliante que minha mãe deixa gravar o vídeo a desconfiança né então tu busca se certificar o tempo todo de que aquela pessoa que te fez sofrer que te colocou em risco tu vai buscar te certificar que aquela pessoa não tá fazendo o mesmo contigo então é muito natural que tu desenvolva e uma uma tentativa de controle sobre o outro então tem isso além disso a gente fica tentando elaborar a situação ou seja muitas pessoas vão ter aquele enfrentamento de ficar falando disso o tempo todo né Daqui a pouco tem um amigo ou uma amiga que passou por isso tu vai ver que ela vai querer ficar falando o tempo todo disso remontando a situação quase como um quebra-cabeça tentando juntar as peças porque aquilo de alguma forma momentaneamente traz uma sensação de alívio de controle Ou seja eu descobri o que aconteceu eu sei o que tá acontecendo só que isso é um alívio super momentânea assim porque a partir do momento que tu descobre mais uma peça do quebra-cabeça aquele vazio vem de novo e tu quer descobrir mais alguma coisa então é o que que ela sentiu o que que ele sentiu por que que ele fez isso aonde é que ele foi quando é que começou e a cada resposta que tu vai tendo que tu vai abrindo mais ainda o leque de questionamentos que podem fazer com que tu entre num ciclo de perpetuador Desculpem os latidos aqui dessa cachorrinha mas é que ela fica no apartamento e quando ela vem brincar ela fica muito feliz Espero que vocês tenham gostado do vídeo um beijo quer,TEPT,https://www.tiktok.com/@psicologahelenaemerich/video/7409412801594428677,TikTok,5.000,ÚTIL
5,transtorno de estresse pós-traumático só que explicado com Minecraft como que a gente pode entender o que acontece com uma pessoa que está passando por esse transtorno imagina que essa casinha aqui é essa pessoa ela tá vendo a vida dela normalmente e ela consegue lidar com o que está acontecendo porém em algum momento isso aqui pode acontecer com ela ou seja algo que está fora do controle dela faz com que ela sofra uma dor enorme a casinha dela fica destruída ela sente uma impotência muito intensa e ela acaba sofrendo por conta de todo esse processo ela até tenta reconstruir a casinha dela só que normalmente em que aconteceu essa dor ela não conseguia acolher isso normalmente a gente não está preparado porque aconteceu a gente fica cocinando o que aconteceu tentando refazer a nossa casa só que não consegue refazer exatamente do mesmo jeito que tava antes é como se alguma coisa tivesse errado E isso acontece porque essa dor ela foi muito mais intensa do que a gente poderia digerir E aí reconstruir nossa casinha virar algo bem difícil sem falar nas pressões da Vida em que Independente de tudo o que aconteça segunda-feira vem aí então você tem que engolir o seu choro finge que nada aconteceu e tentar fazer essa rotina e esse é o trauma então o que que é o pós traumático pós-traumático seria isso a pessoa tenta viver a vida dela normalmente como se ela tivesse conseguido digerir aquela dor como se ela tivesse conseguido reconstruir a casinha dela E aí ela vai por exemplo para algum lugar um trabalho a casa de alguém que ela gosta ou simplesmente vivendo a vida dela normalmente porém por conta daquela dor não ter sido acolhida a casinha não ter sido reconstruída algumas coisas são gatilhos e esses gatilhos vão levar ela de volta pro lugar daquela dor e aí ela é transportada para um estado em que ela sente essa dor como se ela tivesse acontecendo de novo como se algo estivesse assombrando ela a casinha da Solidão dela tá machucada lembranças daquele dia tão aqui então esses gatilhos colocam elas exatamente nesse estado de medo ansiedade muitas vezes dor então o que que a gente pode fazer a primeira coisa que a gente precisa aprender a fazer é reconhecer que essa dor ainda existe e que a gente precisa de ajuda vai ficar mais fácil da gente conseguir enfrentar nem que seja de pouquinho em pouquinho as coisas que estão doendo dentro da gente e com ajuda de um profissional que você consegue confiar entender como você pode acolher aquela dor que você não tinha capacidade de acolher antes agora você vai precisar ter as ferramentas para reconstruir a sua casinha e entender que vai ficar tudo bem Um Dia Depois do outro você vai repreender a caminhar cuidar de si da sua própria solidão e você não vai mais precisar constantemente viver a sua dor agora você está pronto para viver a sua vida tem que se tratar a gente aprender a colher na sua casinha para sentir seguro mesmo,TEPT,https://www.tiktok.com/@mike.akama/video/7511478634855533830,TikTok,26.000,OUTRA
6,o que você tá vendo agora é o que o stress pós-traumático é capaz de fazer essas pessoas são veteranos e civis da primeira guerra mundial o transtorno de estresse pós-traumático é uma reação anormal a uma adversidade extremamente intensa esse tipo de comportamento de extrema ansiedade é uma resposta anormal de medo a qualquer indício de perigo imediato ou por qualquer indício vago de perigo neste caso quando o indivíduo não consegue enxergar algum sinal de segurança e se sente desamparado ele acaba ficando completamente incapacitado o transtorno de estresse pós-traumático identificado pela primeira vez em soldados após traumas em combate Geralmente os indivíduos revivem um evento traumático de forma persistente e as memórias podem ser invocadas por sons imagens ou até cheiros ligadas as circunstâncias do trauma falta de sono hipervigilância frequência cardíaca alta são alguns dos sintomas do transtorno de estresse pós-traumático,TEPT,https://www.tiktok.com/@ciencia.livre/video/7043147337610349829,TikTok,16.000,ÚTIL
7,Rocha aquele cara do vídeo tinha chow-chow transtorno que foi reconhecido na primeira guerra mundial antes mesmo de conhecerem o transtorno de estresse pós-traumático durante essa guerra a força britânica relatou alguns problemas médicos com alguns sintomas dos seus combatentes entre eles temos zumbido amnésia dores de cabeça tontura tremores e hipersensibilidade de ruído o termo cunhado para isso foi Shell choque ou choque de projétil porque eles achavam que tinha uma ligação com um disparo das Armas fases cresceram muito entre 1915 e 1916 e a causa era desconhecida eles achavam que havia choque de ondas no cérebro e uma outra possibilidade era que o monóxido de carbono teria intoxicada a pessoa de um tempo ele chegaram na hipótese de que a dor na verdade era emocional e não física quando eles viram que muitas pessoas que tiveram esse choque nem tiveram contato com as bombas ou projetos com as 10 anos da Guerra ainda 65.000 veteranos de guerra recebiam um tratamento da grã-bretanha em 1960 na França ainda era possível visitar veteranos que sofreram esse choque,TEPT,https://www.tiktok.com/@loucurasdahistoria/video/7252348962378648837,TikTok,215.000,OUTRA
8,nós vamos ser acusadas de coisas que não fizemos Vamos ser mal interpretadas pelas pessoas mas isso também faz parte da maturidade que Deus quer construir Nossa como você lida com uma ofensa o senhor tá te perguntando hoje como você tem lidado com as ofensas você tem feito o motivo obrigado se justificado quando você fica em silêncio você dá um sinal um sinal para o céu que você amadureceu que você cresceu você não precisa se justificar pode ter certeza que Deus é suficiente para fazer isso inclusive está no meio do processo dizer que você tava errada que você precisa se consertar ele é Deus para isso,TEPT,https://www.tiktok.com/@raissamoura.1/video/7456932120968056069,TikTok,10.000,ENGANOSO
10,Você sabia que a cantora Ariana Grande sofre de estresse pós-traumático em 2019 Ariana mostrou o conto que essa doença afetou o cérebro dela um cérebro normal um cérebro com estresse pós-traumático o cérebro dariano pelo que falaram isso tudo é que é ativado por causa do medo mas vamos lá começando a explicar o que que é um estresse pós-traumático estresse pós-traumático é um tipo de transtorno de ansiedade que pode acontecer depois você presenciar um evento muito traumatizante para você os eventos que o traumatizar Ariana foi o atentado de Manchester em 2017 que foi no show dela caso você não lembro não suficiente o ex dela ainda faleceu ainda colocaram a culpa nela sendo que ela era uma pessoa muito chegada nele tipo assim foi de acabar com ela em resumo o estresse pós-traumático ele pode trazer de volta memórias do trauma acompanhadas por intensas e reações emocionais e físicos Sem dúvida nenhuma quando o cérebro dariana engatilhado ele tem uma crise de ansiedade muito forte e tem um medo muito grande o estresse pode ser uma massa que é conhecido também por trazer vários flashbacks ou seja uma coisa muito triste porque você não quer lembrar do negócio toda hora fica flashback na sua cabeça sem contar insônia pensamentos de culpa e etc e é por isso que eu falo que essa areia né é forte gente porque meu Deus do céu ela já passou por cada,TEPT,https://www.tiktok.com/@jpgomesas/video/7053915165820980485,TikTok,17.000,ÚTIL
11,entrar uma literalmente modifica o cérebro e nosso elemento escutando depois ele é título ou ser mais positivo eles serviram Nossa ele veio com frase motivacional quando em uma experiência traumática uma estrela se modifica fisicamente disso possível levar Nike na Realeza como por exemplo ele está tomografia por emissoras a insônia seriedade profundamente afetar com o Apocalipse a funcionar ela porque está alegre assim cara ele me tratou mais essencial e da mesma estrutura por isso talvez ele não Recordar uma rotina algum ornamentação na europeia seria Lamentações primeiro não funciona,TEPT,https://www.tiktok.com/@javieranalizaa/video/7513039251668241670,TikTok,64.000,espanhol
13,não sinta raiva Nossa aceite a injustiça aceite como se estivesse tomando Mel A pessoa falando mal de você te tratando mal às vezes ai que gostoso que delícia trata mais mal não é bem isso né mas você não ser as pessoas nos controlam ou pelo amor ou pela raiva se uma pessoa faz você ficar bravo mal humorado tá na mão do outro tá sendo controlado e a ideia que ninguém controla você você é um ser humano livre você sente alguma coisa mas não tá pressionado o que você sente você percebe o que é isso e abre mão se essa pessoa não tá me tratando bem eu não fiz nada para ela porque ela deve ter um problema eu não resolvo o problema do outro não eu vou querer bem eu vou tratar bem isso é outra pessoa não tem condição de me tratar bem de volta é porque ela deve ter alguma dificuldade eu vou orar por ela,TEPT,https://www.tiktok.com/@recortes.motiva/video/7387572037532912901,TikTok,99.000,espanhol
15,eu vou fazer um teste rápido com você para saber qual pode ser seu nível de trauma na infância vai marcando Quantas vezes você vai dizer sim tinha alguém da sua família que costumava humilhar você ou outra pessoa próxima como pai e mãe tinha alguém próximo de você na infância que tinha o costume de xingar outras pessoas de gritar muito com outras pessoas ou com você tinha alguém próximo que você sentia muito medo e sempre que você pensava naquela pessoa te vi uma coisa muito ruim você sentiu alguma rejeição como por exemplo alguém dizendo que você não deveria ter nascido ou jogando culpas para você que você atrapalhou estragou a vida de alguém tinha alguém próximo que agredia você ou agredia alguma pessoa da sua família tinha alguém viciado ou em drogas ou em alcoolismo e isso gerava muita destruição você sentia que não tinha voz e ninguém tava te ouvindo era como se você não tivesse valor nenhum para sua família os seus pais nunca tiveram um vínculo muito positivo ou até se separaram na sua infância a sua família não tinha o costume de ser afetiva nem com você nem com eles mesmos na sua infância Quantas vezes você disse sim se foi mais perto de 9 isso significa um nível maior De traumas na infância e se for mais perto de um nível menor,TEPT,https://www.tiktok.com/@amandafitas/video/7228692490000370949,TikTok,207.000,ENGANOSO
17,Imagina você capotar de carro e ficar preso por horas com dor e medo até de salvar Agora imagina que você sempre sempre que você pensa naquele dia ouvir um carro parecido você entra num estado em que você consegue reviver tudo que aconteceu naquele momento pesado né não Só Lembrança tá ligado mas você consegue sentir a mesma dor mesmo desespero daquele momento o mesmo medo também tá ligado como se estivesse lá de novo esse é o transtorno do estresse pós-traumático o bagulho louco pesado o tipo de transtorno de ansiedade muito comum em 20% das pessoas que passam passaram vão passar por experiências traumáticas meus crias o t p t é um transtorno que tem como base os sintomas físicos e psicológicos que são revividos sempre que a pessoa sofre dessa condição cara sabe que ela pensa naquele acontecimento tá ligado dentre os sintomas de reviver a situação surge em várias paradas tremores enjoo e dificuldade de dormir descontrole emocional a pessoa se perde entendeu e até mesmo uma recusa de confiar ou acreditar em outras pessoas tá ligado esse transtorno meu irmão ele pode se desenvolver por vários motivos como assalto uma agressão abuso sexual tortura acidente guerra Cartaxo foi pior estando ou não nessa situação às vezes tá ligado só o fato de você ter visto algo pode te levar e desenvolver essa merda é um transtorno parceiro que muitas vezes tá ligado demora um tempo para se desenvolver após aconteceu o acidente ali em média as pessoas esperam ali dois anos pra procurar ajuda a parada começa a rolar é por isso que a gente tá falando isso aqui tá ligado a vida é foda a realidade a massa a massa isso queria parceiro a gente quer ser feliz e se você sente tudo isso que eu falei procura ajuda psicológica imediatamente meu parceiro porque sentia essa experiência física e psicológica Toda vez que você pensa toda vez que alguma coisa te transforma ali Dói pra caralho meu parceiro Dói pra caralho eu não consigo nem imaginar meus crias o tratamento geralmente é feito com ajuda psicológica psiquiátrica que também vai utilizar alguns medicamentos entendeu que ajuda meu irmão se ajuda,TEPT,https://www.tiktok.com/@ze_gotinha1/video/7462869923337899270,TikTok,5.000,OUTRA
18,deixou adivinhar você não sabe o que há de errado com você você costumava ser tão feliz e tinha um coração tão puro mas de alguma forma Tudo mudou e você ficou tão quieto infeliz cansado e nunca mais que socializar com ninguém você ficar na sua cama o dia todo quando pode e dorme para esquecer a realidade você também usa música Como uma forma de escape ou que não funciona mais ajuda e você inveja as pessoas com vidas genuinamente felizes Você tem uma família que na realidade não é uma família e quando você tá com eles você se sente ovelha negra do rebanho você gostaria de ser outra pessoa você gostaria de ser feliz você também só consegue dar atenção as coisas por um curto período de tempo porque você se distrai muito você costumava querer sair o tempo todo mas agora você só quer ficar em casa trancada no quarto assistindo filme ou ouvindo música você perdeu a esperança de se tornar uma pessoa melhor e tá começando a se odiar você pensa demais em tudo e fica ansioso com frequência você sorrir para as pessoas e faz todos se sentirem bem faz os outros rirem mas no fundo você está lentamente desistindo da vida você está prestes a estourar Você não sabe o que fazer você não sabe como expressar seus sentimentos Esse é você não é estranho como uma grande parte das pessoas se sentem assim hoje em dia o que aconteceu aonde nós erramos como porque quando eu ainda não encontrei essa resposta Mas saiba que não há nada de errado em você se sentir assim você não está sozinho eu vou entrar mais um pouco por favor Essa tempestade vai passar,TEPT,https://www.tiktok.com/@dyllanjohnny/video/7267725344977816838,TikTok,191.000,OUTRA
