ID,Transcription,Tag,Link,Plataform,Views,Classificação
51,Essa realmente é a pessoa que você quer ou é só que válido o seu ego para você sentir que tá salvando ela muita gente está no relacionamento ruim só para sentir que está consertando alguém e se chama síndrome do Salvador Não você não é Jesus Cristo para querer ficar salvando todo mundo principalmente antes de salvar você mesmo mas aí a pessoa que tá com a vida organizada você não quer porque não ia alimentar o seu padrão de querer ficar salvando os outros coloque a máscara de oxigênio antes em você e depois na pessoa senão você vai se sufocar sua vida não vai andar aceita que você não vai mudar os outros se livrar desse peso ou pelo menos depois não vem reclamar que a pessoa não atingiu suas expectativas quando no fundo você só estava apaixonado pela versão dela na sua cabeça Desapega dessa crença que relação tem que ser algo duro difícil e que é assim mesmo Tenha fé mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DIjDhhSxNpt/?igsh=MTc4YXJqb2Q3OWU4OA==,Instagram,790973,
53,Por que tem tanta gente tem gente demais na terra Precisamos de outra praga Por que tanta gente,ansiedade,https://www.instagram.com/reel/C-AnnGjugzS/?igsh=MXI1YjhhejlhMTc0dQ==,Instagram,3417117,EXPERIÊNCIA PESSOAL
54,quando você lembra que desacelerar é a melhor forma de regular o seu sistema nervoso quanto mais pressa você tem mais você está em estado de medo quanto mais estado de medo mais você pensa em você mesmo quanto mais você pensa em você mesmo menos compaixão e bondade você tem pelas outras pessoas não existe amor na prece no estresse entramos no piloto automático e começamos a agir de forma egoísta sem perceber isso acontece quando uma região do seu cérebro chamada rede de um padrão fica hiperativa é a mesma área que faz você ruminar em pensamentos de ego e auto-referência é a mesma área que se ativa antes de conflito de violência Não Existe lugar para ir que não seja aqui agora enquanto você tá vivo Só de resto se acalmar pratique perceber seus arredores sua voz sua respiração e os sons do lugar que você tá quando você tira a atenção de você mesmo você diminui a atividade da rede de ativação padrão agora quando você se pegar no piloto automático traga a tensão de volta desacelerem com o tempo você vai ficando cada vez melhor nisso e o seu cérebro vai se moldando para se tornar mais atento calmo e feliz mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DCgrhCZRu86/?igsh=MWpoM3dld3R1bHRzbA==,Instagram,2373104,
55,terapia serve para porra nenhuma o negócio é mesmo é o macho aí me comer que é isso que dá alegria e força de viver esperança de Jesus melhores Tenho apenas de cu é rola o meu cu tá precisando de terapia e a rola que vai ter o medicamento,ansiedade,https://www.instagram.com/reel/DEsLSfGulnR/?igsh=eXh4OWl0bGRtNmg=,Instagram,3388891,
59,você não foi feito para saber todas as notícias do mundo seres humanos foram feitos para viver em comunidades de 100 pessoas e não para saber todas as tragédias de todos os lugares do mundo nós achamos para ser uma pessoa responsável precisamos saber cada detalhe das tragédias de todo lugar no Mundo no Brasil mas a ciência mostra o contrário quanto mais você é exposto notícias pior é a sua saúde física e mental porque a maioria das notícias são tragédias isso é intencional é feito para prender sua atenção e ganhar mais dinheiro com propaganda isso cria um viés de negatividade porque as notícias boas não são tão divulgadas Então você fica no estado constante de alerta pessimismo e negatividade você não foi feito para onisciência para saber tudo de todo lugar do mundo muito menos das tragédias aprenda a reduzir o seu consumo de notícias mais foco menos Ace,ansiedade,https://www.instagram.com/reel/DJHKmWnNAcb/?igsh=cTRmYmp1N2VmNTQ2,Instagram,2502262,
61,você tem que entender que a música que você escuta vai conscientemente ou inconscientemente programar sua mente tem um motivo pelo qual pessoas como Kanye West não deixam as crianças ouvirem música pop porque a grande maioria delas é lotada de mensagens destrutivas para a vida não é moralismo eu também achava inofensivo até o Pará e prestar atenção na letra sexo dinheiro e Fama que por si só não teria nada de errado mas quando você ouve Repete aquilo na sua mente o dia inteiro você tá programando o seu cérebro pra colocar essas coisas num pedestal E aí tal problema porque aí sem nem perceber você começa a buscar sua felicidade nessas coisas e alguma hora você vai entrar no estado de escassez raiva ou frustração diminuindo sua vibração enquanto vários desses músicos faturam dezenas de milhões de reais com entretenimento Então se engane várias dessas músicas são extremamente viciantes do valmets e se você não prestar atenção você tá ouvindo o dia inteiro toda hora por causa do padrão de batida dopaminérgico e repetitivo e letras que apelam para emoções de sobrevivência e escassez Mas se você quiser ter saúde mental hoje em dia você precisa ser muito intencional com o que você está consumindo não consumir qualquer lixo porcaria que jogam para você qualquer prazer vazio imediato tem preço mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DHqb2zqxldx/?igsh=MWYwbnFveTkzMGF1Nw==,Instagram,1991495,
66,yogana Heart Girl with best for you even when feels e o Raptor olhos stand up what you to Power Rangers mundão people Rockstar,ansiedade,https://www.instagram.com/reel/DAWrL2wRNtr/?igsh=bWNxeXY3MGJ1enh2,Instagram,252542,Inglês
71,um café por favor Olá um café por favor Opa amigão um café por favor Olá tudo bem Um café por favor isso bem forte e aí amigo tudo bem Um café por favor Oi eu queria um café por favor não não precisa de nada isso muito obrigada eu queria um cafezinho por favor Ai aquele bem fortinho Valeu Oi tudo bem Ah que bom eu gostaria de um cafezinho por favor isso sem nada muito obrigada viu um belo dia para você Oi amiga tudo bem Ai que linda essa roupa tão trabalhando bastante hoje né eu tô vendo a correria que eu acho ou eu queria um cafezinho preto por favor Arrasou não não se açúcar nada só para mim aqui ó vou tomar bem rapidinho que eu tô com pressa Valeu E aí amigão olha aqui ó Hoje eu tô o dia inteiro sonhando com esse cafezinho aí Ah tu sabe tu sabe qual é bem quero é sem nada apaga essa primeira vez que eu tô vendo aqui sem nada vem que tem,ansiedade,https://www.instagram.com/reel/C_G99PGOV-c/?igsh=MXJ2MXJtMXl3bWxubA==,Instagram,4479431,
73,E aí Tá se divertindo não não eu preferia estar em casa sozinho eu tentei ligar para você eu sei eu eu acho que você não viu eu ignorei de propósito Mano eu não te vejo faz muito tempo sim é verdade é faz muito tempo que a gente não se vê tá ótimo para mim assim a gente vai sair para comer se você quiser ir junto não quero nem um pouco ou Mas obrigado,ansiedade,https://www.instagram.com/reel/DFv2C8Ixudp/?igsh=OHdrOWttNjA0b2R5,Instagram,195773,
74,seus 30 anos vou te ensinar uma coisa pesada Se Curar não é sobre ter hábitos perfeitos nem sobre tirar férias nem só sobre descansar é sobre enfrentar a si mesmo essa é a parte que ninguém fala nos 20 e Poucos Anos achamos que se curar é cortar pessoas a nossa vida mudar de cidade ou ler livros de auto ajuda mas aí bate os 30 anos e vemos que não é bem assim essas coisas podem até te fazer sentir bem mas não vão desfazer anos de feridas emocionais Porque você continua sendo a mesma pessoa se curar de verdade é admitir que você estava errado que muito da sua dor é fruto de escolhas que você fez e que não é bem culpa das pessoas isso te cura de verdade porque tira o peso do estresse crônico e cobrança que é o que realmente afeta sua imunidade sono e te deixaria mais propensa a doença Se Curar não é glamouroso e nem é sobre parecer curado é sobre fazer o trabalho desconfortável de enfrentar a si mesmo que a maioria das pessoas evita mas se você não evitar ninguém vai te segurar mas foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DIBwqrTxdRz/?igsh=aDQwa3JlcXk5aWFz,Instagram,1497545,
75,cortar pessoas da sua vida é fácil mas ninguém fala sobre a dor que é ter que ficar firme na decisão mesmo sabendo que na hora que você quer mas é o que você precisa para o seu bem-estar quando você cria vínculo com alguém e depois corta você vai sentir algo equivalente a uma dor física causada pela queda de ocitocina o hormônio do vinco te fazendo sentir saudades e mesmo que você saiba que não é bom para você logicamente você vai tentar se convencer que é bom normalize desistir das pessoas para de ficar vendo só o melhor delas para relevar comportamento tóxico aceite elas como elas são mas rejeita elas da sua vida se Elas quisessem te valorizar elas teriam feito enquanto dava tempo ficar reabrindo casquinhas que já estão cicatrizando pode ser legal na hora mas o seu corpo precisa de descanso e tempo pra se curar mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DI3vH5GN8nh/?igsh=NDRoNzR1dTM5MjQ4,Instagram,2021253,
76,perdoar as pessoas em silêncio sem precisar falar com elas é uma forma de auto-respeito porque o perdão não é por elas é por você quando você entende que não precisa provar o seu ponto ou nem fazer com que a pessoa entenda o que ela te causou você Desapega da imagem que você criou daquela pessoa na sua cabeça que é o que te faria sofrer perdoar em silêncio é ainda mais poderoso porque a libertação interna acontece quando você Desapega da validação externa é você com você mesmo processando Suas Emoções sem precisar provar nada e nem dar satisfação de ninguém e isso também é um ato de compaixão aceitar que as pessoas erram mas o alto respeito entra quando você sabe traçar os seus limites e seguir em frente sem precisar da aprovação dos outros mas foco menos a,ansiedade,https://www.instagram.com/reel/DF7sR6kxIyU/?igsh=MXI5cGVvbXlvdG1zMQ==,Instagram,1849113,
77,Deus não te dá as pessoas que você quer te dar as pessoas que você precisa para te deixar te amar te machucar e te tornar a pessoa que é para você se tornar e se você se recusa a aprender algo o mesmo tipo de pessoa vai continuar aparecendo até você aprender Deus não erra cada alma que entra na sua vida por um motivo algumas são cármicas vão te desafiar te quebrar para você poder crescer outras são o espelho da sua alma te revelando suas verdades mais profundas e maiores dificuldades outras são Almas Gêmeas nem sempre no sentido romântico mas sempre transformadores te guiando com amor e propósito e outros são companheiros gentis que vão te lembrar que você nunca está sozinho cada conexão e cada despedida tá te moldando e expandindo seu senso de Gelo e se chama teoria da Auto expansão a cada alma você tá um passo mais próximo de quem você tem que se tornar confina as lições confina despedidas mais foco né nas ansiedade,ansiedade,https://www.instagram.com/reel/DG-qGpyRxO-/?igsh=dnRpbTRzZWVnMWdr,Instagram,5654964,
78,mulher não quer tá com cara bonzinho quer estar com homem bom eu vou te falar a diferença você vai no encontro com um cara bonzinho ele vai pagar a conta esperando algo em troca porque ele não tem virtudes os valores dele tão em coisas externas geralmente a aprovação de outros homens que ele ficou com você é completamente transacional ou seja ele faz algo esperando algo em troca já um homem bom vai pagar a conta mas da mesma forma que ele pagaria para a mãe dele ou para um amigo ou ajudaria alguém sem que ninguém nem saber porque ele é Generoso seus valores são internos baseados em virtudes mesmo que ele não receba nada em troca porque sua motivação é dele com ele mesmo ou com Deus mas claro não vamos esquecer que também existe as mulheres boazinhas estratégias que fazem algo em busca de status ou recursos emocionais e materiais ela e o cara bonzinho se retroalimentam rumo ao caos e Destruição a sociedade narcisista que vivemos mulheres virtuosas são tão raras quanto homens virtuosos mais Foco,ansiedade,https://www.instagram.com/reel/DHgBYHWuSr6/?igsh=dGo3b25nejBmdWlm,Instagram,3155290,
79,Nunca confie uma pessoa que faz isso porque se alguém faz isso com você não importa se você está apaixonado por ela ou se você quer casar com ela você tem que se retirar Depois dessa você nunca confia numa pessoa que quando fica chateada com você resolve atacar algo seu pessoal que você contou para ela seja uma experiência ou uma insegurança porque isso significa que essa pessoa é imprevisível emocionalmente e esse é o fator número um preditor para relações tóxicas se alguém usa suas inseguranças contra você e significa que a pessoa não consegue lidar com as próprias emoções e as chances dela continuar fazendo isso é extremamente alta deixando seu sistema emocional e Alerta fazendo você pisar em ovos cai fora enquanto dá tempo você não precisa salvar todo mundo principalmente se assustar sua saúde mental mais foco menos na cidade,ansiedade,https://www.instagram.com/reel/DIoWRTAxHY5/?igsh=ZTNpaDEwNmVzejZ5,Instagram,3036832,
80,vou falar uma coisa que vai explodir sua mente quando você pensa negativamente sobre você você assume que as outras pessoas também acreditam naqueles pensamentos sobre você e portanto quando as pessoas fazem algo que confirma esses pensamentos sobre você você acha que elas também acreditam nas mesmas coisas que você acredita E aí consequentemente você vai culpar as outras pessoas por pensar isso sobre você quando no fundo é você que tá pensando isso sobre você sim você tá se julgando por meio das outras pessoas e se chama efeito holofote na neurociência você cria uma realidade negativa sobre você na sua cabeça e busca confirmar essa versão sua no olhar das outras pessoas são os outros que pensam que você é ruim ninguém tá nem aí para tu não é você que pensa isso de você mesmo para te proteger das críticas mas isso impede ser autêntico e único se liberta dessa cadeia que você mesmo criou você pode ser o seu próprio pior inimigo ou o seu próprio melhor amigo A escolha é sua mas foco menos a,ansiedade,https://www.instagram.com/reel/DI83zhgtqhw/?igsh=bGtjd2lmZWN5eXMx,Instagram,1623998,
81,uma das coisas mais difíceis quase ninguém fala é quando você chega num ponto que sua vida não bate com um potencial que você sabe que existe dentro de você e a dor disso é como é de um glitch na Matrix entre quem você realmente é e o que você está vivendo agora e só quem tem sonhos entende não é que sua vida tá ruim e que não tá indo bem é que você sabe o seu potencial mas continua se sabotando e essa dor vem porque acontece algo chamado dissonancia cognitiva quando você quebra promessa com você mesmo a sua autoestima é minada para uma baixa autoestima por isso sempre questione revisite suas crenças internas você pode sim manifestar tudo que você visualiza com o coração puro e de criança porque já existe uma versão sua vibrando e amor incondicional vivendo aquela realidade Tenha fé e a janela mais foco menos Ace,ansiedade,https://www.instagram.com/reel/DHBO5dmRKlt/?igsh=Mjk1Ynl5MmRoZnRl,Instagram,1333703,
82,Observe seus pensamentos porque eles se tornam sua fala Observe sua fala porque ela se torna suas ações Observe suas ações porque ela se torna seus hábitos Observe seus hábitos porque eles se tornam sua personalidade e observe sua personalidade porque ela se torna seu destino a neurociência você não atrai o que você quer você atrai o que você é seus hábitos tudo que você fez até esse momento tem uma intenção Clara e tome ação de forma consistente sem se apegar o resultado até isso virar um hábito e você liberar dopamina do processo em si famoso se apaixonar pelo processo você não encontra um propósito você cria um ninguém ensina isso pra gente mas é possível praticar disciplinar seus pensamentos até porque se você não mudar de direção você vai acabar aonde você tá indo você tenha sempre consciência disso mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DGxtVkKRCpc/?igsh=eHVnM3ptdXoyOWo=,Instagram,1313784,
83,você não quer a pessoa você quer que ela te queira porque suas feridas emocionais da infância te fizeram hiper fixar em ser escolhida ou escolhido por alguém isso acontece porque em algum momento na infância você se sentiu sozinho e isso criou um padrão de medo de solidão e busca por validação dos outros e aí para se sentir seguro você precisa provar para alguém ou para você mesmo que é merecedor de outras pessoas O problema é que te deixa um alvo fácil para manipulação porque você fica hipersensível a qualquer migalha de afeto sofre de ansiedade insônia e fica sem energia esse é um padrão de anos e não vai embora de uma hora para outra desconfie de soluções imediatas que te fazem sentir melhor mas depois fazem você voltar com ainda mais força para o velho padrão um dos três pilares da mentoria exclusiva comigo é libertação De traumas emocionais são 12 encontros de uma hora e meia ao vivo comigo mas todo o material de apoio as vagas encerram no dia 24 agora se você tem interesse comente também teoria mais foco menos a cidade,ansiedade,https://www.instagram.com/reel/DHdfXEhRWQa/?igsh=MXVueWFob2tmemo3dQ==,Instagram,1030774,
84,não construímos confiança em alguém oferecendo ajuda construirmos confiança pedindo ajuda porque algo vulnerável de se fazer nunca pedir ajuda egoísta pessoas boazinhas não pedem ajuda porque tem medo de mostrar sua vulnerabilidade mas pedir ajuda um grande ato de serviço porque você permite a pessoa ter alegria de te ajudar o que gera conexão já que servir libera dopamina e ocitocina dando prazer ao vínculo se você não pede ajuda você tira o direito da pessoa de estar contigo nos momentos difíceis O que é justamente que gera conexão Se permitir ser vulnerável junto então manda esse vídeo pra aquela pessoa que pode contar contigo quando tiver na merda mas foco menos na cidade,ansiedade,https://www.instagram.com/reel/DGsbUfpRrJa/?igsh=aHJ2ZndmZm56ejlh,Instagram,859040,
85,corrigir alguém não faz sentido porque primeiro a pessoa precisaria da Inteligência Emocional para perceber que ela poderia estar errada então o cérebro dela vai interpretar como uma ameaça ela só vai se irritar e não é eficiente do ponto de vista da neurociência quando o Rei Salomão disse não repreenda o zombador senão ele vai te odiar repreenda o sábio e ele vai te amar por isso faz sentido porque uma pessoa emocionalmente aberta e sábia vai no mínimo ouvir sua crítica e se você tiver certo vai agradecer em algum ponto você vai ter que parar de desperdiçar energia se você quiser proteger a sua paz nem todo mundo está pronto para crescer e isso não é um fardo seu para carregar e é também uma forma de amor deixar as pessoas errarem e não querer pressionar a sua realidade nelas mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DHOEL1LRMoV/?igsh=MWdjbWhzMHl1cmg3dg==,Instagram,2518014,
86,quando as pessoas me perguntam o que eu tenho feito mas não dá para responder que eu tenho reprogramado minha mente tira uma morte de ego e desaprendido comportamentos tóxicos Então eu só respondo trabalhando muito a melhor decisão que eu já tomei foi é de ficar quieto não tenho nada para provar não vou convencer ninguém que eu sou uma boa pessoa e nem consertar tudo que eu nem quebrei nunca vou lutar para você ver o meu valor o que quer que você faça é com você eu vou seguir em frente em paz e livre maturidade emocional é quando você não depende da validação externa e sim de valores internos Porque quanto menos aprovação externa menos você ruina dos seus pensamentos e mais livre você verdadeiramente é para ter paz mas foco menos,ansiedade,https://www.instagram.com/reel/DJB6SpsNLRo/?igsh=eHR2bWVpZHozNmxn,Instagram,1196682,
87,você não quer sexo o que você precisa é de um abraço você tá fissurado intimidade você não precisa de bebida o que você quer no fundo é desligar um pouco seus pensamentos e relaxar se sentir bem você não precisa trabalhar mais duro você precisa de uma inspiração para estar motivado todos os dias você também não precisa de mais cafeína Você precisa descansar de verdade você não dorme bem a semana estamos nos diagnosticando errado porque não aprendemos a ler a linguagem do corpo mente e espírito se você é Sua com o que eu tô falando eu recomendo fortemente você entrar no protocolo fma lá você aprende a retomar o seu direito de nascença de ser sua versão mais feliz forte e saudável comenta protocolo mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DIq5AZhRlw0/?igsh=MWlnYXNuZDdqcXg5dA==,Instagram,1918846,
88,tudo de errado foi normalizado e se você questionar você é o esquisito comportamento tóxico é glorificado trair Ghost o manipulação são vistos como empoderamento e por isso as pessoas precisam ser anestesiar cada vez mais com álcool drogas ou uso indiscriminado de remédios tarja preta conexões genuínas parecem algo impossível as pessoas têm medo de ser vulneráveis porque é visto como fraqueza é tudo sobre estratégia e quem demonstra menos interesse enquanto esse sentimentos reais são suprimidos e desperdiçados limites são vistos como drama e se você se impor Você é sensível e muito problemática para sobreviver numa Cultura como essa não caia nessa fachada só porque tá todo mundo fingindo ser algo que não é não quer dizer que você também precisa seja real as suas virtudes mesmo quando for desconfortável mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DIbXjgORR8n/?igsh=MXhxbHV3ajc2eWNocA==,Instagram,1595620,
89,A melhor vingança é a não Vingança se tentam te ofender não reaja se te provocam falam mal de você ignora completamente se mantendo calmo você tira o poder das pessoas e mantém a sua paz é Não ligando e se mantendo inafe que você afeta mais a pessoa do que qualquer reação Explosiva de raiva que você possa imaginar porque uma provocação só atinge o objetivo quando existe uma reação emocional é uma busca por recompensa imediata da pessoa uma forma de dopamina barata e você não precisa dar esse prazer para ela é a habilidade valiosa de não deixar a ação de outras pessoas te causar dor porque quando você reage a provocação de alguém que você dá poder a ela sobre as suas emoções não dê a elas poder siga o caminho do Desapego saudável a regra simples para vida não ligo mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DCjX6h8xth-/?igsh=MWVxYTJtZGxldnhqMg==,Instagram,4428757,
90,quatro pessoas para perdoar se você tiver sério sobre Se Curar primeiro seus pais vivos ou não não importa o que eles fizeram ou deixaram de fazer perdoar eles é para te libertar desses baldes de raiva agradeça por que eles puderam fazer e o resto deixa no passado segundo as pessoas que você já se relacionou Principalmente as que não foram o que você esperava ore por ela desejando paz e cura e te deixa leve para seguir em frente sem ficar reabrindo portas que já foram fechadas três todas as pessoas que já te enganaram ou te machucaram perdoaram ato de fé de que Deus vai cuidar disso não é com você querer ensinar a lição para elas isso te deixa leve e por último perdoar a si mesmo que você só consegue realmente quando perder os outros porque a mesma régua que você usa pra ser duro com os outros você vai usar com você mesmo Lembrando que o perdão não tira o que foi feito isso também vale para os seus erros só tira esses baldes de vergonha raiva ou culpa que não tem mais porque carregar ou sofrer porque já aconteceu mas foco menos,ansiedade,https://www.instagram.com/reel/DIgn-GuNEAw/?igsh=MTA4bWRzaGJlendyag==,Instagram,1883052,
91,antes de Deus te dar a pessoa certa ele vai te tornar a pessoa certa antes dele te dar o que você quer ele vai te dar o que você precisa e antes dele mostrar o que é para você ele vai mostrar o que não é para ficar marcado na sua alma e Você Nunca Mais Esquecer Antes de Deus te trazer a vitória ele vai te levar a batalha para desenvolver a sua fé que é justamente a virtude que te prepara para transformação e limpa padrões emocionais antigos por isso que na mentoria comigo eu incluo nos acompanhamentos semanais sessões só sobre devoção e neuro espiritualidade resolvemos estender as vagas até o dia 10 essa é a primeira e última mentoria comigo esse é o sinal que você estava esperando se você tem interesse comendo mentoria mais foco menos ansiedade,ansiedade,https://www.instagram.com/reel/DIJYqGsR1jB/?igsh=MWJnaXl1d3lkMHdrMQ==,Instagram,1454779,
